Symbol,Name,PE Ratio,Sector PE,PB Ratio,Sector PB,PEG Ratio,EV/EBITDA,ROA %,ROE %,ROCE %,ROE 3Y Avg %,ROCE 3Y Avg %,Net Profit (Cr),Net Profit Prev (Cr),Debt/Equity,Interest Coverage,Net Profit Margin %,EPS Current,EPS Last Year,EPS Growth 3Y %,Sales Growth 1Y %,Sales Growth 3Y %,Profit Growth 1Y %,Profit Growth 3Y %,Free Cash Flow (Cr),Dividend Yield %,Dividend Payout %,Promoter Holding %,Pledge %,FII Change %,DII Change %
360ONE.NS,360 ONE,38.89,19.23,4.97,2.09,1.71,21.12,5.18,14.39,12.12,18.25,13.83,1216.17,1015.3,1.62,2.34,27.2,31.11,29.94,17.45,36.82,29.53,19.48,22.72,-3016.57,1,40.07,6.2,0,-4.78,5.95
3MINDIA.NS,3M India,85.93,19.81,21.38,1.51,9.32,36.24,17.62,29.98,50.01,27.35,42.01,522.32,476.07,0.1,21.25,10.65,512.82,463.66,9.22,15.71,10.88,-11.22,9.22,456.75,0.48,109.18,75,0,-0.02,-0.18
AADHARHFC.NS,Aadhar Hsg. Fin.,17.91,13.45,2.74,1.88,0.71,13.06,4.38,15.94,11.38,16.85,11.39,1095.88,911.83,2.49,2.05,30.1,26.23,25.15,21.21,17.72,21.71,21.54,25.27,-2826.54,0,0,64.66,0,-0.33,0.77
AARTIDRUGS.NS,Aarti Drugs,19.64,32.56,2.44,3.99,3.62,12.95,7.23,13.36,11.9,13.3,13.33,194.94,168.1,0.37,7.72,7.6,20.95,21.36,5.94,10.54,-1.89,2.04,5.43,80.49,0.48,9.36,54.43,2.5,-0.05,0.07
AARTIIND.NS,Aarti Industries,36.13,27.92,3.17,2.82,-4.05,17.32,3.38,7.13,6.85,7.11,6.82,419,330.87,0.83,2.35,4.97,14.64,11.56,-8.91,26.99,7.78,122.25,-8.91,-346,0.19,8.64,41.82,3.49,-0.38,0.99
AARTIPHARM.NS,Aarti Pharma,34.91,32.56,3.54,3.99,-11.83,18.29,5.54,8.59,10.7,11.91,14.92,174.71,272.4,0.36,6.42,9.72,23.51,19.27,-2.96,1.2,-2.2,-19.21,-2.95,-186.38,0.42,18.16,42.86,11.08,-0.22,-0.18
AASTHA.NS,Aastha Spintex,13.17,18.76,0,1.77,0.07,7.81,7.73,16.86,19,20.64,20.97,23.74,23.5,0.67,3.79,5.36,7.5,7.5,168.38,26.05,22.76,1.02,181.88,4.98,0,0,53.21,0,0,0
AAVAS.NS,AAVAS Financiers,15.72,13.45,2.14,1.88,1.04,12.07,3.29,13.92,9.92,13.98,9.97,654.88,574.11,3.11,1.79,24.4,86.7,82.6,14.96,13.32,18.61,16.97,15.07,-1417.85,0,0,48.88,0,-0.46,0.01
ABB.NS,A B B,103.25,33.08,16.97,5.51,3.47,67.96,12.83,22.39,29.93,24.7,33.06,1668.26,1871.64,0.02,126.41,12.65,141,78.73,29.76,10.22,15.51,-13.03,29.76,979.89,0.53,50.01,75,0,-0.52,0.61
ABBOTINDIA.NS,Abbott India,34.38,32.56,11.63,3.99,1.95,23.65,24.91,34.35,44.8,34.94,45.69,1552.02,1414.44,0.04,87.06,22.32,759.87,730.39,17.66,6.29,9.01,11.18,17.66,1306.93,2.01,89.82,74.99,0,0.11,-0.16
ABCAPITAL.NS,Aditya Birla Cap,27.76,25.28,3.11,0.81,-4.19,15.69,1.27,12.04,8.72,12.46,9.3,3863.8,3381.89,5.22,1.46,8.58,15.04,14.75,-9.09,16.33,14.7,18.14,-6.63,-36905.48,0,0,68.81,0,0.93,-0.35
ABDL.NS,Allied Blenders,74.63,47.25,10.02,2.48,0.18,30.97,5.74,14.29,18.38,14.28,18.35,220.12,194.84,0.69,3.53,5.63,7.9,8.16,398.92,7.97,7.63,-7.15,422.08,16.07,0.91,66.15,80.91,0,0.01,0.25
ABFRL.NS,Aditya Bir. Fas.,0,46.36,1.14,3.31,0,12.87,-5.46,-13.63,-3.76,-13.95,-3.67,-829.89,-455.82,1.06,-0.76,-11.28,-6.38,-6.36,0,11.44,-13.01,-10.31,0,-295.18,0,0,46.61,0,-2.66,-0.93
ABLBL.NS,A B Lifestyle,49.44,46.36,7.48,3.31,0,9.17,2.35,14.87,15.02,0,15.02,171.05,59.6,2.14,1.77,2.38,1.44,1.4,0,9.07,0,31.53,0,896.28,0.58,35.68,46.6,0,-0.08,0.56
ABREL.NS,A B Real Estate,0,26.83,4.36,2.45,0,-61.81,-0.6,-2.64,-4.48,-1.25,-0.35,-114.82,-157.44,1.52,-4.8,-27.23,-10.41,-9.24,0,-55.45,-52.63,-249.75,0,660.67,0.17,-27.05,50.21,0,0.22,0.23
ABSLAMC.NS,Aditya AMC,28.55,37.44,7.11,7.09,1.6,21.21,22.91,25.15,32.23,26.42,34.21,975.07,930.6,0.02,270.6,47.52,34.87,33.76,17.78,6.59,15.08,3.86,17.89,765.89,2.56,75.53,74.72,0,-1.34,2.71
ACC.NS,ACC,12.85,32.39,1.19,1.89,0.41,8.04,8.02,10.86,11.25,12.59,15.32,2137.23,2402.27,0.02,17.48,8.18,101.64,113.8,31.47,11.55,5.34,-18.63,31.47,-2392.75,0.58,6.6,56.69,0,-0.1,-0.5
ACE.NS,Action Const.Eq.,31.73,31.73,6.9,5.11,0.83,21.47,13.93,22.9,31.7,26.71,38.04,415.1,409.24,0,32.23,12.65,36.69,34.86,38.27,5.21,14.95,3.34,38.27,330.51,0.17,5.74,65.42,0,-1.76,0.75
ACI.NS,Archean Chemical,63.76,27.92,3.19,2.82,-1.81,26.1,4.02,5.42,7.41,11.04,15.07,105.41,162.15,0.24,6.16,9.39,7.84,8.66,-35.34,-0.43,-9.14,-49.2,-35.27,-242.4,0.5,28.88,53.43,24.49,-0.09,-1.65
ACMESOLAR.NS,ACME Solar Hold.,47.18,22.91,4.76,1.84,0.32,16.31,2.12,10.38,8.89,8.43,8.58,497.89,250.82,3.93,1.66,24.51,9.41,8.23,63.01,47.52,16.04,45.44,149.47,-4070.57,0.05,2.43,71.4,0,0.79,12.05
ACUTAAS.NS,Acutaas Chemical,68.05,32.56,15.9,3.99,1.1,45.78,20.17,24.05,31.56,18.48,22.49,356.37,160.41,0.02,141.2,26.61,47.17,43.51,55.83,40.9,29.5,104.3,61.97,-35.81,0.05,5.75,32.66,0,2.13,-0.05
ADANIENSOL.NS,Adani Energy Sol,64.9,64.9,7.32,7.32,3.05,23.74,2.82,9.44,9.65,10.47,9.64,2392.75,921.69,1.93,2,8.52,24.3,19,18.33,20.91,27.56,21.81,21.29,-3435.12,0,0,73.39,0,-1.92,2.81
ADANIENT.NS,Adani Enterp.,171.39,112.35,4.78,4.78,0,27.39,-1.03,-3.38,5.8,2.41,8.38,9950.69,8004.99,1.32,1.56,-2.35,58.54,72.31,0,18.06,-7.64,-36.42,0,-30993.05,0.04,1.8,71.97,0.79,-0.29,4.05
ADANIGREEN.NS,Adani Green,110.85,22.91,10.74,1.84,6.39,25,1.74,11.4,7.39,13.36,8.58,1987,2001,5.19,1.29,17.03,10.83,10.03,15.82,10.98,18.38,4.37,17.34,-15857,0,0,62.43,0,0.74,0.26
ADANIPORTS.NS,Adani Ports,29.45,22.4,4.07,3.71,1.08,16.92,8.17,16.38,14.12,17.83,13.88,12782.03,11061.26,0.66,4.17,33.4,57.81,55.58,24.55,23.85,22.93,16.78,27.25,5074.04,0.44,13.49,66.03,0,2.33,-0.26
ADANIPOWER.NS,Adani Power,27.64,27.36,6.06,2.35,4.71,17.14,10.15,21.07,17.22,31.77,24,12971.08,12749.61,0.84,6.19,23.8,7.39,6.66,5.87,6.64,11.84,14.86,5.87,-2817.04,0,0,74.96,1.81,0.03,0.38
ADVANCE.NS,Advance Agrolife,15.24,21.55,2.4,2.3,0.46,9.01,7.23,17.18,19.28,24.03,28.48,35.28,25.64,0.32,9.13,5.53,8.67,5.49,-45.03,48.33,17.28,78.66,33.37,-109.16,0,0,69.89,0,1.24,0.16
ADVENZYMES.NS,Advanced Enzyme,21.52,52.28,2.08,6.08,1.73,12.6,9.26,10.16,13.96,10.28,14.08,173.61,133.98,0.02,91.09,21.39,14.82,15.07,12.43,12.17,11.32,15.13,12.46,104.85,1.77,35.5,43.25,0,1.2,-0.64
AEGISLOG.NS,Aegis Logistics,37.49,37.49,7.75,7.75,1.55,20.41,8.45,16.27,13.33,15.71,13.76,1106.63,787.42,0.69,12.97,12.85,35.65,25.59,24.14,30.35,-1.15,88.67,24.14,1212.25,0.65,34,58.1,0,-0.02,-0.07
AEGISVOPAK.NS,Aegis Vopak Term,109.42,61.2,6.88,4.14,0.07,47.98,4.51,11.02,7.56,12.04,8.21,341.92,224.84,0.87,3.99,37.05,2.44,2.8,76.55,26.06,37.73,42.89,1471.83,3.35,0.08,71.38,86.94,0,-0.54,0.41
AEQUS.NS,Aequs,0,70.68,11.73,9.24,0,119.15,-4.74,-9.96,1.69,-9.43,2.24,-113.25,-102.35,0.47,-0.09,-8.92,-2.57,-1.69,8.6,33.08,14.85,-73.7,-4.73,-439.87,0,0,59.09,0,1.27,-2.54
AEROPLANE.NS,A C J K Exports,15.2,15.99,0,2.33,0.18,9.61,5.63,15.85,15.7,14.96,13.3,103.3,60.82,0.82,3.09,4.52,13.59,9.98,-31.41,14.51,20.37,72.25,83.17,-167.52,0,0,78.78,0,-1.61,2.81
AETHER.NS,Aether Industri.,90.45,27.92,8.83,2.82,4.44,53.8,7.74,9.66,11.92,7.91,9.86,219.46,158.42,0.19,17.92,19.5,17.73,16.54,17.83,34.44,21.23,30.35,20.35,-389.62,0,0,74.92,0,1.13,-2.17
AFCONS.NS,Afcons Infrastr.,50.29,16.03,1.89,1.86,-4.57,9.23,1.65,5.61,13.91,9.64,18.88,250.74,486.79,0.67,1.48,2.51,3.93,6.84,-48.33,-11.87,-1.85,-61.53,-11.01,-491.42,0.71,29.25,50.17,100,-0.04,-0.89
AFFLE.NS,Affle 3i,50.99,24.61,6.67,3.01,2.22,31.88,11.32,13.79,16.84,14.17,16.64,454.85,381.87,0,143.88,16.79,33.95,32.31,20.75,19.78,23.63,19.21,22.97,291.25,0,0,54.91,0,-1.29,0.87
AGARWALEYE.NS,Dr Agarwal's Hea,108.47,46.44,7.87,6.28,8.09,26.1,4.4,6.81,11.12,6.11,10.77,168.14,110.34,0.53,4.02,8.04,4.69,4.2,0,22.94,26.9,43.47,13.4,59.27,0,0,32.34,0,0.03,-0.11
AHCL.NS,Anlon Healthcare,24.17,32.56,3.32,3.99,0,16.82,10.47,18.36,20.77,0,20.77,29.08,20.52,0.19,12.37,16.91,0.54,0.54,0,42.96,0,38.94,0,-115.86,0,0,52.68,0,1.35,-3.37
AHLUCONT.NS,Ahluwalia Contr.,20.65,16.03,2.26,1.86,1.83,8.34,6.67,13.78,20.45,13.86,20.92,265.86,202.08,0.04,6.52,5.82,33.59,39.69,11.28,12,17.16,1.18,11.28,15.75,0.1,1.76,55.32,0,0.31,0
AIAENG.NS,AIA Engineering,32.05,27.73,5.07,4.16,4.78,23.13,15.53,17.02,21.09,16.87,20.9,1268.93,1060.08,0,54.92,28.77,135.69,136.11,7.09,5.63,-3.44,14.7,6.71,491.06,0.37,11.75,58.5,0,0.08,0.07
AIIL.NS,Authum Invest,21.62,20.01,3.11,1.81,0.22,19.66,11.25,13.16,13.76,27,28.03,1919.47,4248.11,0.21,10.86,76.17,24.65,22.6,99.92,-36.77,88.86,-48.91,99.93,1002.65,0.02,2.21,68.81,0,0.05,0.01
AJANTPHARM.NS,Ajanta Pharma,40.22,32.56,10.1,3.99,1.69,27.2,20.63,27.14,34.51,25.21,32.83,1056,920.39,0.06,107.44,20.7,90.84,84.52,24.9,20.19,13.37,22.04,23.85,169.44,0.87,33.24,63.49,22.53,-0.58,3.44
AKUMS.NS,Akums Drugs,38.89,32.56,3.58,3.99,1.36,14.77,5.67,8.45,14.94,9.89,11.18,256.4,343.78,0.05,5.66,6.19,18.53,16.21,24.54,9.18,6.05,-7.42,28.57,958.42,0.13,18,75.26,0,0.53,-0.92
ALIVUS.NS,Alivus Life,27.06,32.56,5.05,3.99,4.87,18.53,14.87,17.88,23.79,19.02,25.6,564.48,485.63,0.02,153.15,21.54,49.14,45.99,5.5,7.93,5.69,25.42,5.56,259,0.36,10.87,74.87,0,0.24,-0.09
ALKEM.NS,Alkem Lab,28.42,32.56,4.67,3.99,0.9,17.87,12.92,18.89,21.24,19.24,20.43,2351.16,2215.38,0.15,18.23,16.92,180.44,192.51,31.53,13.36,8.25,-0.05,31.53,1476.08,0.98,27.53,49.7,0,0.27,1.25
ALKYLAMINE.NS,Alkyl Amines,43.74,27.92,6.42,2.82,-5.44,25.75,9.77,12.27,16.64,12.84,17.25,180,186.11,0,240.52,11.73,44.03,35.19,-8.07,5.11,-3,20.63,-8.04,110.64,0.52,28.44,72.04,0,0.05,0.09
ALLTIME.NS,All Time Plastic,35.75,27.8,2.22,2.78,3.21,14.34,5.77,9.01,11.57,15.66,17.88,35.6,47.3,0.14,5.33,6.36,5.32,5.43,-71.98,4.68,11.24,-20.53,11.15,-46.33,0,0,70.15,0,0.05,0.07
ALOKINDS.NS,Alok Industries,0,18.76,0,1.77,0,230.79,-12.26,0,-3.95,0,-4.37,-744.11,-816.43,0,-0.2,-21.79,-1.43,-1.5,3.33,3.86,-19,18.6,3.33,298.47,0,0,75,0,-0.58,-0.01
ALPINETEX.NS,Alpine Texworld,10.61,18.76,0,1.77,0,7.37,7.24,34.61,17.86,0,17.86,21.72,8.62,2.46,2.75,6.34,8.18,8.18,0,44.41,0,150.12,0,-2.24,0,0,68.56,0,0,0
AMAGI.NS,Amagi Media Labs,124.44,24.61,7.1,3.01,4.11,76.79,3.79,10.3,8,0,-13.41,71.67,-68.71,0.02,22.43,4.76,5.48,3.31,26.01,29.5,30.3,204.31,30.29,-31.74,0,0,14.92,3.1,-0.2,0.1
AMBER.NS,Amber Enterp.,124.18,39,5.86,5.17,16.58,26.23,2.27,5.95,10.25,7.71,11.64,226.46,251.15,0.62,2.27,2.07,27.26,50.48,5.94,14.56,20.72,-24.97,7.49,-1047.91,0,0,38.09,0,-3.49,2.62
AMBUJACEM.NS,Ambuja Cements,21.77,32.39,1.71,1.89,1.01,14.77,6.98,8.85,5.61,9,9.75,5637.08,5294.08,0.01,15.22,14.65,17.84,19.13,12.92,7.07,1.45,3.82,21.47,-594.18,0.49,10.46,67.33,0,-0.24,-0.42
ANANDRATHI.NS,Anand Rathi Wea.,78,56.84,35.16,15.78,2.4,54.86,34.03,45.3,57.47,42.24,53.16,391.43,295.42,0.08,40.79,32.41,27.85,23.58,32.74,22.89,30.97,46.6,32.52,240.16,0.3,27.57,41.37,13.83,0.59,1.3
ANANTRAJ.NS,Anant Raj,39.44,26.83,3.94,2.45,0.74,29.52,9.24,11.15,12.07,10.24,10.6,559.2,426.1,0.12,63.33,22.26,16.26,15.42,48.33,16.97,37.94,25.67,53.6,-796.03,0.16,0,57.43,0,-0.14,-0.23
ANGELONE.NS,Angel One,25.63,19.23,4.31,2.09,21.01,8.72,4.49,15.59,14.77,25.1,26.42,915.1,1172.08,1.3,3.96,17.81,11.34,10.05,-1.71,9.09,19.61,3.84,1.22,-4222.16,1.4,246.36,28.59,0,0.95,1.46
ANTHEM.NS,Anthem Bioscienc,83.03,52.28,16.15,6.08,3.99,51.58,19.48,22.28,30.37,21.21,27.68,591.79,451.26,0.02,131.79,28.59,10.25,10.54,21.45,-2.14,26.2,17.56,20.82,637.09,0.23,18.98,71.42,0,1.29,1.93
ANUP.NS,The Anup Enginee,42.21,32.46,5.25,4.19,1.44,25.73,11.74,17.1,21,0,21,110.39,118.3,0.16,12.27,13.55,42.28,55.11,28.82,1.38,25.97,-28.79,29.32,-50.56,0.66,21.77,40.92,0,-0.3,0.11
ANURAS.NS,Anupam Rasayan,80.91,27.92,4.23,2.82,-40.05,26.51,3.35,5.5,7.36,4.6,7.86,222.2,159.97,0.56,2.61,9.39,15.35,14.94,-3.88,51.76,13.87,41.51,-2.02,-219.68,0.06,10.04,59.07,21.79,0.81,0.03
APARINDS.NS,Apar Inds.,58.33,27.7,12.5,3.97,3.59,31.28,8.02,20.23,31.12,21.63,35.93,976.93,821.3,0.18,4.4,4.37,294.12,243.21,14.37,23.96,16.9,36.71,16.23,234.56,0.3,24.67,57.76,0,1.38,-1.13
APLAPOLLO.NS,APL Apollo Tubes,48.48,22.43,11.22,1.93,2.09,30.1,14.65,25.31,31.64,22.34,26.39,1203.08,757.06,0.09,13.21,5.21,44.27,43.33,23.2,10.44,12.6,53.43,23.25,1451.18,0.27,19.62,28.25,0,-2.4,2.53
APLLTD.NS,Alembic Pharma,21.45,32.56,2.82,3.99,0.76,13.98,8.79,13.45,12.64,12.69,12.94,670.83,582.01,0.25,9.11,9.9,35.28,34.33,28.32,14.12,9.12,25.81,28.32,290.02,1.47,34.95,69.87,0,-0.09,-0.24
APOLLO.NS,Apollo Micro Sys,118.72,70.68,10.52,9.24,1.57,61.98,5.85,11.76,14.47,10.16,13.43,107.38,56.36,0.41,4.63,11.87,3.42,3.16,46.56,69.08,44.85,82.52,75.64,-357.38,0.06,7.91,49.98,30.51,3.96,-0.11
APOLLOHOSP.NS,Apollo Hospitals,59.37,46.44,13.25,6.28,1.85,31.09,9.01,21.15,17.45,17.87,16.45,2002.7,1505.1,0.9,7.27,7.65,145.32,135.04,32.17,17.2,14.94,33.69,32.17,924.8,0.23,14.81,28.02,2.49,-1.13,0.96
APOLLOTYRE.NS,Apollo Tyres,12.79,23.07,1.63,2.25,0.49,6.93,7.32,13.07,13.86,11.64,13.91,1372.42,1121.32,0.22,7.22,7.23,26.9,21.61,26.26,11.23,5.04,72.55,26.26,2312.48,1.4,27.77,36.93,0.01,-2.06,1.49
APTUS.NS,Aptus Value Hou.,12.89,13.45,2.51,1.88,0.55,10.39,7.76,20.11,15.41,18.77,15.05,942.94,751.25,1.56,2.91,43.01,19.66,18.83,23.08,21.14,26.1,23.27,23.3,-495.64,1.78,23.9,23.86,0,-0.38,0.47
ARDEE.NS,Ardee Industries,22.8,25.97,0,5.72,0.2,14.1,27.18,80.93,49.08,72.41,31.44,84.68,33.27,1.25,5.72,7.28,3.32,3.32,-76.86,57.21,41.54,155.43,114.84,17.57,0,0,67.62,0,0,0
ARE&M.NS,Amara Raja Ener.,21.69,30.3,2.09,3.42,-3.74,10.42,6.08,8.26,13.43,11.06,16.31,970.43,963.9,0.05,26.84,4.74,53.5,53.02,-7.94,12.81,9.25,-6.15,-5.8,588.2,1.14,19.99,32.86,0,0.03,-1.64
ARSSBL.NS,Anand Rathi Shar,21.22,19.23,2.31,2.09,0.42,1.06,2.52,14.17,19.82,18.36,20.86,131.82,103.82,0.62,2.05,14.15,21.02,21.02,2.76,17.09,25.81,53.07,50.01,726.56,1,23.79,69.62,6.15,-0.67,-0.92
ARVIND.NS,Arvind Ltd,33.32,24.78,3.49,2.45,5.43,14.14,5.21,10.88,13.84,10,13.32,426.97,367.38,0.41,4.64,4.72,15.8,15.79,6.06,15.21,3.53,19.39,6.14,381.2,0.7,28.5,38.09,7.24,-0.22,2.74
ARVINDFASN.NS,Arvind Fashions.,43.67,46.36,6.07,3.31,0.83,9.16,4.99,14.07,19.55,6.3,16.82,183.66,32.98,1.42,2.61,3.8,8.95,9.17,52.6,13.94,8.97,666.17,52.92,296,0.37,17.45,35.1,8.31,0.18,0.36
ASAHIINDIA.NS,Asahi India Glas,54.35,30.3,6.17,3.42,-89.1,24.13,4.86,10.71,11.76,12.77,13.06,345.06,367.3,0.56,4.12,7.09,17.17,13.52,-2.18,10.32,7.48,37.04,-0.61,-139.09,0.21,0,51.58,3.36,0,-0.09
ASHAPURMIN.NS,Ashapura Minech.,13.95,15.46,3.47,2.17,0.28,9.77,9.75,28.05,20.72,27.02,18.84,416.47,289.07,0.88,4.86,8.03,42.59,42.02,48.45,62.64,41.95,18.75,50.6,184.48,0.17,4.76,48.04,0,-0.28,0.07
ASHOKA.NS,Ashoka Buildcon,4.65,16.03,0.48,1.86,0.13,2.4,4.84,15.34,26.52,28.52,31.12,2575.8,1733.57,0.24,2.26,10.81,87.64,90.84,35.09,-24.59,-2.45,-61.57,35.09,547.19,0,0,54.47,0,-1.51,-0.37
ASHOKLEY.NS,Ashok Leyland,27.35,27.69,7.17,10.49,0.61,13.24,4.27,27.43,13.63,27.96,14.3,3720.98,3382.79,4.49,2.13,8.06,5.92,5.91,44.91,16.5,5.05,16.59,44.92,-7711.63,2.01,59.23,51.51,40.1,-3.9,2.69
ASIANPAINT.NS,Asian Paints,51.86,36.62,11.78,4.56,21.34,31.27,13.91,21.79,26.34,24.34,29.85,4394.69,3709.71,0.18,34.95,12.68,49.68,45.09,2.43,9.78,1.05,26.67,2.43,5604.06,1.05,60.98,52.63,9.54,1.21,-1.04
ASKAUTOLTD.NS,ASK Automotive,40.23,30.3,9.68,3.42,1.18,22.67,13.2,25.13,25.42,25.28,25.75,297.32,247.62,0.52,8.73,7.08,16.05,15.08,34.1,27.91,17.79,23.18,34.1,-175.29,0.29,12.33,74.95,0,0.21,0.72
ASTERDM.NS,Aster DM Quality,184.79,46.44,8.67,6.28,-141.06,64.51,6.11,10.7,11.4,7.23,8.85,427.1,5407.89,0.49,6.3,9.67,6.15,7.49,-2.51,15.7,15.75,2.06,-1.31,179.1,0.39,40.05,53.72,18.17,-6.86,-11.09
ASTRAL.NS,Astral,69.74,22.51,10.14,2.25,12.54,35.04,9.78,13.85,19.22,15.3,20.69,534.7,518.9,0.06,14.92,8.06,21.43,19.97,5.55,16.79,8.39,22.27,5.56,660.7,0.26,12.53,54.22,0,-0.61,0.01
ASTRAMICRO.NS,Astra Microwave,84.5,70.68,12.16,9.24,2.09,45.29,10.05,15.99,20.25,15.21,19.25,192.97,153.51,0.22,5.93,16.6,19.91,20.32,36.14,4.02,12.55,16.28,40.38,304.12,0.14,11.81,6.54,0,3.18,0.67
ATGL.NS,Adani Total Gas,119.08,15.58,14.99,1.75,19.33,61.48,7.43,14.06,15.09,16.64,17.82,636.88,648.02,0.47,6.85,10.8,5.53,5.79,6.16,19.58,10.23,-4.01,6.16,247.34,0.04,4.32,74.8,0,0.02,0.08
ATHERENERG.NS,Ather Energy,0,38.09,21.56,8.49,0,-403.26,-15.01,-33.41,-19.77,-83.98,-53.5,-517.17,-812.28,0.26,-3.83,-13.95,-10.22,-13.51,25.99,67.15,27.28,52.35,12.08,-473.83,0,0,39.58,0,-0.44,0.85
ATLANTAELE.NS,Atlanta Electric,59.47,33.08,13.97,5.51,1.84,33.3,17.07,31.69,45.26,34.19,46.92,201.77,118.65,0.05,6.4,10.95,28.28,26.24,-24.46,59.03,28.44,74.72,32.3,68.21,0,0,87.28,0,-0.48,0.45
ATUL.NS,Atul,24.15,27.92,3.08,2.82,2.8,13.73,9.3,11.49,14.9,9.23,12.28,689.39,498.83,0.03,64.29,11.01,270.17,230.25,8.72,15.75,4.95,59.14,8.63,850.95,0.46,13.04,45.33,0.97,-0.06,0.04
AUBANK.NS,AU Small Finance,28.66,15.68,4.08,1.34,1.26,17.86,1.51,14.25,7.66,13.92,7.92,2641.25,2105.93,8.34,1.38,14.2,38.2,35.3,18.18,17.32,31.45,30.77,22.81,1027.09,0.09,2.83,22.74,0,-1.29,1.51
AURIONPRO.NS,Aurionpro Sol.,18.22,21.41,2.2,3.34,0.59,11.92,10.29,13.44,16.29,15.34,18.88,211.79,188.42,0.03,20.59,15.61,36.9,37.88,22.67,14.76,28.87,7.52,30.79,-114.22,0.29,10.28,26.86,0,-0.27,0.22
AUROPHARMA.NS,Aurobindo Pharma,24.84,32.56,2.46,3.99,1.09,11.85,6.61,10.1,12.86,10.85,13.72,3502.97,3483.57,0.21,15.25,10.58,63.92,60.34,23.25,9.09,10.63,11.49,22.89,2467.95,0.25,6.63,51.88,13.75,1.14,-0.77
AVALON.NS,Avalon Tech,112.53,27.7,20.77,3.97,3.88,65.56,9.81,16.94,19.54,11.01,12.72,112.95,63.44,0.3,13.45,7.05,20.01,16.92,23.09,44.38,19.28,67.08,29.04,3.55,0,0,44.39,0,1.39,-1.45
AVANTIFEED.NS,Avanti Feeds,21.72,22.31,3.55,3.53,0.79,13.02,15.19,18.29,24.38,17.59,22.79,656.8,557.05,0,295.69,9.95,38.98,44.48,27.56,11.41,6.04,-7.06,27.56,426.65,1.17,22.47,43.23,0,-0.44,0.53
AVL.NS,Aditya Vision,56.29,46.36,11.46,3.31,2.46,30.52,8.83,18.71,17.08,20.65,19.32,116.92,105.5,0.83,5.53,4.45,10.77,9.05,20.04,26.52,26.42,30.26,22.91,39.49,0.2,13.8,47.14,0,-1.13,2.1
AWFIS.NS,AWFIS Space,22.14,19.55,3.41,2.09,0.42,4.81,2.62,14.01,13.17,0,11.75,70.85,67.87,2.72,1.46,4.74,11.86,9.9,0,23.29,39.91,69.78,52.95,405.77,0,0,17,0,0.57,-1.01
AWL.NS,AWL Agri Busine.,20.89,17.67,2.35,1.91,0.95,8.6,4.49,10.67,18.28,9.05,16.29,1044.89,1225.81,0.11,3.16,1.42,8.89,8.04,21.96,16.72,8.7,2.28,21.96,3104.03,0.53,12.38,56.94,0,-0.76,0.09
AXISBANK.NS,Axis Bank,14.05,14.1,1.76,1.33,0.41,18.02,1.47,13.12,6.24,15.64,6.8,26547.91,28190.8,7.47,1.45,20.03,89.39,84.89,34.13,5.58,14.87,-0.32,34.58,-10796.69,0.08,1.18,7.87,0,-2.13,-0.66
AXISCADES.NS,AXISCADES Tech.,207.7,70.68,9.35,9.24,4.95,54.6,2.16,4.06,3.57,7.86,10.39,72.07,75.29,0.53,2.88,5.27,8.55,16.92,40.48,3.64,-13.54,-47.47,41.94,-135.07,0,0,58.03,9.53,0.29,0.33
AYE.NS,Aye Finance,17.61,20.01,1.65,1.81,0.33,9.48,2.74,9.24,11.38,11.7,12.76,193.63,171.27,2,1.56,10.67,10.52,7.85,-58.7,24.3,42.79,13.05,53.24,-1366.03,0,0,0,0,-2.96,1.36
AZAD.NS,Azad Engineering,128.6,33.08,11.69,5.51,0.86,64.65,6.58,9.09,11.92,9.49,14.97,133.57,86.54,0.31,6.23,22.15,21.52,20.58,-26.24,28.72,33.81,39.1,150.34,-691.45,0,0,55.84,0,-1.45,-1.39
BAJAJ-AUTO.NS,Bajaj Auto,27.36,38.09,8.49,8.49,1.3,19.31,16.21,29.15,28.24,26.27,29.94,10574.5,7324.73,0.58,12.6,16.88,420.8,384.41,21.62,36.91,19.94,55.23,21.12,1884.52,1.27,39.02,55.01,0.01,0.19,-0.93
BAJAJELEC.NS,Bajaj Electrical,0,39,2.56,5.17,0,16.58,-0.28,-0.72,2.89,4.4,9.13,-90.86,133.42,0.1,1.94,-0.27,-3.76,-7.87,0,-5.3,-3.01,-142.93,0,533.83,0.85,-38.1,62.7,0,-1.13,-0.06
BAJAJFINSV.NS,Bajaj Finserv,31.46,14.36,4.14,1.64,2,12.34,2.83,13.23,10.58,13.84,11.11,19669.47,17557.64,5.52,1.99,13.25,63.43,61.24,15.52,14.54,22.41,7.91,15.71,-56618.98,0.07,2.45,58.72,0,-0.33,0.35
BAJAJHFL.NS,Bajaj Housing,26.39,13.45,3.17,1.88,0.98,16.5,2.24,12.11,8.85,13.28,9.27,2560.34,2162.9,4.6,1.5,23.06,3.23,3.07,18.07,16.29,25.32,19.39,26.9,-19938.13,0,0,86.7,0,-0.09,-0.18
BAJAJHLDNG.NS,Bajaj Holdings,14.36,14.36,1.73,1.64,0.77,13.97,10.24,11.9,11,12.41,11.3,9788.92,6625.7,0,17438.17,732.37,795.8,865.89,18.56,30.15,29.06,27.18,18.56,4780.52,1.28,22.52,51.46,0,-0.15,0.18
