Scheme Code,Scheme Name,Fund House,Category,Plan,NAV,NAV Date,Expense Ratio %,TER incl. Costs %,1Y Return %,3Y CAGR %,5Y CAGR %,SD (Annualised) %,Sharpe (3Y),Max Drawdown %,Positive Months %,1Y Rank in Category,3Y Rank in Category,1Y Category Size,3Y Category Size,History (Months),ISIN
152763,Motilal Oswal Manufacturing Fund,Motilal Oswal Mutual Fund,Equity Scheme - Sectoral/ Thematic,Regular,11.5897,11-Sep-2026,2.04,3.37,3.07,,,23.68,,-24.76,66.7,114,,165,,25,INF247L01CX3
152694,Motilal Oswal Quant Fund - Direct Plan - GROWTH,Motilal Oswal Mutual Fund,Equity Scheme - Sectoral/ Thematic,Direct,10.2068,11-Sep-2026,0.71,1.48,2.52,,,19.88,,-24.93,50.0,113,,157,,27,INF247L01CS3
152692,Motilal Oswal Quant Fund - Regular Plan - GROWTH,Motilal Oswal Mutual Fund,Equity Scheme - Sectoral/ Thematic,Regular,9.6322,11-Sep-2026,0.8,1.59,2.41,,,19.88,,-25.02,50.0,117,,165,,27,INF247L01CP9
153558,Motilal Oswal Services Fund - Direct Plan - GROWTH,Motilal Oswal Mutual Fund,Equity Scheme - Sectoral/ Thematic,Direct,12.0308,11-Sep-2026,0.86,1.34,18.95,,,19.18,,-16.37,64.3,29,,157,,15,INF247L01FE6
153561,Motilal Oswal Services Fund - Regular Plan - GROWTH,Motilal Oswal Mutual Fund,Equity Scheme - Sectoral/ Thematic,Regular,11.8885,11-Sep-2026,2.1,2.75,17.57,,,19.16,,-16.71,64.3,31,,165,,15,INF247L01FG1
153749,Motilal Oswal Special Opportunities Fund - Direct Plan - Growth,Motilal Oswal Mutual Fund,Equity Scheme - Sectoral/ Thematic,Direct,12.8555,11-Sep-2026,2.0,2.87,27.89,,,21.83,,-13.17,66.7,8,,157,,13,INF247L01FS6
153751,Motilal Oswal Special Opportunities Fund - Regular Plan - Growth,Motilal Oswal Mutual Fund,Equity Scheme - Sectoral/ Thematic,Regular,12.8406,11-Sep-2026,2.1,2.99,27.75,,,21.83,,-13.2,66.7,7,,165,,13,INF247L01FV0
152255,quant Commodities Fund - Direct Plan - Growth Option,quant Mutual Fund,Equity Scheme - Sectoral/ Thematic,Direct,15.0707,11-Sep-2026,0.85,1.84,18.93,,,24.26,,-24.04,56.2,30,,157,,33,INF966L01DF3
152256,quant Commodities Fund - Regular Plan - Growth Option,quant Mutual Fund,Equity Scheme - Sectoral/ Thematic,Regular,14.4692,11-Sep-2026,2.1,3.32,17.15,,,24.22,,-24.51,53.1,33,,165,,33,INF966L01DC0
152336,quant Consumption Fund - Direct Plan - Growth Option,quant Mutual Fund,Equity Scheme - Sectoral/ Thematic,Direct,10.5678,11-Sep-2026,0.83,1.72,6.46,,,17.53,,-29.93,41.9,95,,157,,32,INF966L01DN7
152338,quant Consumption Fund - Regular Plan - Growth Option,quant Mutual Fund,Equity Scheme - Sectoral/ Thematic,Regular,10.1479,11-Sep-2026,2.1,3.22,4.82,,,17.5,,-31.67,38.7,102,,165,,32,INF966L01DI7
152189,quant Momentum Fund - Direct Plan - Growth Option,quant Mutual Fund,Equity Scheme - Sectoral/ Thematic,Direct,15.8013,11-Sep-2026,0.83,1.89,13.32,,,19.63,,-22.26,63.6,48,,157,,34,INF966L01CZ3
152190,quant Momentum Fund - Regular Plan - Growth Option,quant Mutual Fund,Equity Scheme - Sectoral/ Thematic,Regular,15.2459,11-Sep-2026,1.84,3.08,11.94,,,19.58,,-22.83,63.6,50,,165,,34,INF966L01CW0
152415,quant PSU Fund - Direct Plan - Growth Option,quant Mutual Fund,Equity Scheme - Sectoral/ Thematic,Direct,10.8618,11-Sep-2026,0.96,2.23,11.33,,,24.94,,-30.58,43.3,61,,157,,31,INF966L01DT4
152413,quant PSU Fund - Regular Plan - Growth Option,quant Mutual Fund,Equity Scheme - Sectoral/ Thematic,Regular,10.4779,11-Sep-2026,2.1,3.57,9.78,,,24.91,,-31.24,40.0,63,,165,,31,INF966L01DQ0
153094,Quantum Ethical Fund - Direct Plan - Growth Option,Quantum Mutual Fund,Equity Scheme - Sectoral/ Thematic,Direct,10.16,11-Sep-2026,0.64,0.87,2.52,,,16.26,,-14.79,55.0,114,,157,,21,INF082J01473
153095,Quantum Ethical Fund - Regular Plan - Growth Option,Quantum Mutual Fund,Equity Scheme - Sectoral/ Thematic,Regular,9.91,11-Sep-2026,1.85,2.3,0.92,,,16.27,,-15.69,50.0,125,,165,,21,INF082J01481
152586,Samco Special Opportunities Fund - Direct Plan - Growth,Samco Mutual Fund,Equity Scheme - Sectoral/ Thematic,Direct,9.6,11-Sep-2026,0.78,2.24,9.46,,,23.29,,-31.83,53.8,74,,157,,27,INF0K1H01180
152587,Samco Special Opportunities Fund - Regular Plan - Growth,Samco Mutual Fund,Equity Scheme - Sectoral/ Thematic,Regular,9.26,11-Sep-2026,2.1,3.71,7.67,,,23.25,,-32.67,50.0,76,,165,,27,INF0K1H01172
152657,SBI Automotive Opportunities Fund - Direct Plan - Growth,SBI Mutual Fund,Equity Scheme - Sectoral/ Thematic,Direct,13.6618,11-Sep-2026,0.71,0.99,34.13,,,20.13,,-25.32,73.1,3,,157,,27,INF200KB1183
152658,SBI Automotive Opportunities Fund - Regular Plan - Growth,SBI Mutual Fund,Equity Scheme - Sectoral/ Thematic,Regular,13.3234,11-Sep-2026,1.56,1.97,32.73,,,20.12,,-25.69,73.1,3,,165,,27,INF200KB1159
152417,SBI Energy Opportunities Fund - Direct Plan - Growth,SBI Mutual Fund,Equity Scheme - Sectoral/ Thematic,Direct,11.2183,11-Sep-2026,0.72,0.92,9.82,,,20.81,,-27.36,58.6,72,,157,,30,INF200KB1126
152418,SBI Energy Opportunities Fund - Regular Plan - Growth,SBI Mutual Fund,Equity Scheme - Sectoral/ Thematic,Regular,10.9175,11-Sep-2026,1.52,1.85,8.72,,,20.79,,-27.7,58.6,68,,165,,30,INF200KB1092
152776,SBI Innovative Opportunities Fund - Direct Plan - Growth,SBI Mutual Fund,Equity Scheme - Sectoral/ Thematic,Direct,10.9868,11-Sep-2026,0.77,1.05,12.84,,,17.9,,-19.12,70.8,51,,157,,25,INF200KB1324
152774,SBI Innovative Opportunities Fund - Regular Plan - Growth,SBI Mutual Fund,Equity Scheme - Sectoral/ Thematic,Regular,10.7449,11-Sep-2026,1.59,2.0,11.69,,,17.89,,-20.44,66.7,52,,165,,25,INF200KB1290
154177,SBI Quality Fund - Direct Plan - Growth,SBI Mutual Fund,Equity Scheme - Sectoral/ Thematic,Direct,10.7692,11-Sep-2026,0.79,1.32,,,,,,,,,,,,7,INF200KB1AG6
154175,SBI Quality Fund - Regular Plan - Growth,SBI Mutual Fund,Equity Scheme - Sectoral/ Thematic,Regular,10.6998,11-Sep-2026,1.69,2.36,,,,,,,,,,,,7,INF200KB1AD3
153154,SBI Quant Fund - Direct Plan - Growth,SBI Mutual Fund,Equity Scheme - Sectoral/ Thematic,Direct,9.5891,11-Sep-2026,0.8,1.63,3.39,,,16.75,,-12.73,60.0,111,,157,,21,INF200KB1506
153153,SBI Quant Fund - Regular Plan - Growth,SBI Mutual Fund,Equity Scheme - Sectoral/ Thematic,Regular,9.4056,11-Sep-2026,1.68,2.64,2.23,,,16.73,,-12.81,60.0,119,,165,,21,INF200KB1472
153076,Shriram Multi Sector Rotation Fund - Direct Plan - Growth,Shriram Mutual Fund,Equity Scheme - Sectoral/ Thematic,Direct,8.1468,11-Sep-2026,0.6,1.06,8.83,,,22.34,,-29.57,55.0,76,,157,,21,INF680P01455
153077,Shriram Multi Sector Rotation Fund - Regular Plan - Growth,Shriram Mutual Fund,Equity Scheme - Sectoral/ Thematic,Regular,7.9061,11-Sep-2026,2.1,2.79,6.97,,,22.3,,-31.05,55.0,81,,165,,21,INF680P01463
152677,Sundaram Business Cycle Fund - Direct Plan - GROWTH,Sundaram Mutual Fund,Equity Scheme - Sectoral/ Thematic,Direct,11.9226,11-Sep-2026,0.5,1.17,8.52,,,16.68,,-18.34,61.5,81,,157,,27,INF903JA1LQ6
152678,Sundaram Business Cycle Fund - Regular Plan - GROWTH,Sundaram Mutual Fund,Equity Scheme - Sectoral/ Thematic,Regular,11.5204,11-Sep-2026,1.79,2.62,6.86,,,16.66,,-18.84,61.5,84,,165,,27,INF903JA1LN3
153669,Sundaram Multi-Factor Fund - Direct Plan - GROWTH,Sundaram Mutual Fund,Equity Scheme - Sectoral/ Thematic,Direct,9.7979,11-Sep-2026,0.66,1.46,0.29,,,16.3,,-13.68,69.2,126,,157,,14,INF903JA1LV6
153667,Sundaram Multi-Factor Fund - Regular Plan - GROWTH,Sundaram Mutual Fund,Equity Scheme - Sectoral/ Thematic,Regular,9.6216,11-Sep-2026,1.97,2.92,-1.33,,,16.28,,-14.02,69.2,137,,165,,14,INF903JA1LY0
153055,Tata India Innovation Fund - Direct Plan - Growth Option,Tata Mutual Fund,Equity Scheme - Sectoral/ Thematic,Direct,10.3931,11-Sep-2026,0.63,0.94,5.79,,,16.97,,-15.83,50.0,102,,157,,21,INF277KA1CU2
153059,Tata India Innovation Fund - Regular Plan - Growth Option,Tata Mutual Fund,Equity Scheme - Sectoral/ Thematic,Regular,10.1178,11-Sep-2026,1.83,2.34,4.2,,,16.95,,-17.08,50.0,107,,165,,21,INF277KA1CR8
147864,Tata Quant Fund - Direct Plan - Growth Option,Tata Mutual Fund,Equity Scheme - Sectoral/ Thematic,Direct,0.0,01-Apr-2025,,,,,,13.69,,-19.19,61.9,,,,,43,INF277K013Y6
147867,Tata Quant Fund - Regular Plan - Growth Option,Tata Mutual Fund,Equity Scheme - Sectoral/ Thematic,Regular,0.0,01-Apr-2025,,,,,,13.68,,-19.69,57.1,,,,,43,INF277K016Y9
153895,THE WEALTH COMPANY ETHICAL FUND - Direct Plan - Growth,The Wealth Company Mutual Fund,Equity Scheme - Sectoral/ Thematic,Direct,9.7869,11-Sep-2026,0.61,1.18,,,,,,,,,,,,11,INF2F0001214
153897,THE WEALTH COMPANY ETHICAL FUND - Regular Plan - Growth,The Wealth Company Mutual Fund,Equity Scheme - Sectoral/ Thematic,Regular,9.6518,11-Sep-2026,2.01,2.78,,,,,,,,,,,,11,INF2F0001248
153109,Union Active Momentum Fund - Direct Plan - Growth Option,Union Mutual Fund,Equity Scheme - Sectoral/ Thematic,Direct,10.37,11-Sep-2026,0.9,2.5,22.0,,,24.06,,-25.05,55.0,19,,157,,21,INF582M01KG9
153111,Union Active Momentum Fund - Regular Plan - Growth Option,Union Mutual Fund,Equity Scheme - Sectoral/ Thematic,Regular,10.13,11-Sep-2026,2.09,3.87,20.31,,,24.04,,-25.17,55.0,23,,165,,21,INF582M01KC8
152409,Union Business Cycle Fund - Direct Plan - Growth Option,Union Mutual Fund,Equity Scheme - Sectoral/ Thematic,Direct,12.18,11-Sep-2026,1.03,1.89,9.63,,,16.1,,-18.9,65.5,73,,157,,30,INF582M01JQ0
152411,Union Business Cycle Fund - Regular Plan - Growth Option,Union Mutual Fund,Equity Scheme - Sectoral/ Thematic,Regular,11.78,11-Sep-2026,2.09,3.11,8.27,,,16.06,,-19.38,65.5,74,,165,,30,INF582M01JM9
154020,Union Consumption Fund - Direct Plan - Growth Option,Union Mutual Fund,Equity Scheme - Sectoral/ Thematic,Direct,9.88,11-Sep-2026,0.97,1.49,,,,,,,,,,,,9,INF582M01MH3
154022,Union Consumption Fund - Regular Plan - Growth Option,Union Mutual Fund,Equity Scheme - Sectoral/ Thematic,Regular,9.78,11-Sep-2026,2.1,2.79,,,,,,,,,,,,9,INF582M01MD2
147919,ITI Small Cap Fund - Direct Plan - Growth Option,ITI Mutual Fund,Equity Scheme - Small Cap Fund,Direct,39.1119,11-Sep-2026,0.45,0.86,27.4,26.51,20.34,18.3,1.09,-20.93,67.8,5,1,22,17,60,INF00XX01747
147946,BANDHAN Small Cap Fund - Direct Plan - Growth,Bandhan Mutual Fund,Equity Scheme - Small Cap Fund,Direct,57.634,11-Sep-2026,0.35,0.6,17.07,26.0,20.52,18.62,1.05,-21.26,55.0,13,2,22,17,61,INF194KB1AL4
147920,ITI Small Cap Fund - Regular Plan - Growth Option,ITI Mutual Fund,Equity Scheme - Small Cap Fund,Regular,34.6481,11-Sep-2026,1.64,2.22,25.47,24.52,18.26,18.28,0.99,-21.88,67.8,5,1,22,17,60,INF00XX01713
147944,BANDHAN Small Cap Fund - Regular Plan - Growth,Bandhan Mutual Fund,Equity Scheme - Small Cap Fund,Regular,52.096,11-Sep-2026,1.33,1.74,15.62,24.33,18.79,18.59,0.96,-21.68,55.0,13,2,22,17,61,INF194KB1AJ8
145678,BANK OF INDIA SMALL CAP FUND - Direct Plan - Growth,Bank of India Mutual Fund,Equity Scheme - Small Cap Fund,Direct,66.35,11-Sep-2026,0.41,0.72,32.22,22.97,21.33,19.33,0.85,-24.48,63.3,2,3,22,17,61,INF761K01EP7
145677,BANK OF INDIA SMALL CAP FUND - Regular Plan - Growth,Bank of India Mutual Fund,Equity Scheme - Small Cap Fund,Regular,58.52,11-Sep-2026,1.66,2.19,30.33,21.16,19.49,19.29,0.76,-24.95,63.3,2,3,22,17,61,INF761K01ER3
152004,LIC MF Small Cap Fund - Direct Plan - Growth,LIC Mutual Fund,Equity Scheme - Small Cap Fund,Direct,40.8074,11-Sep-2026,0.8,1.32,23.82,19.79,,21.48,0.62,-24.73,62.2,8,4,22,17,38,INF397L01JS1
120828,Quant Small Cap Fund - Direct Plan - Growth Option,quant Mutual Fund,Equity Scheme - Small Cap Fund,Direct,322.1508,11-Sep-2026,0.62,0.94,19.76,18.58,20.89,18.83,0.64,-23.57,65.0,11,5,22,17,61,INF966L01689
129649,Union Small Cap Fund - Direct Plan - Growth Option,Union Mutual Fund,Equity Scheme - Small Cap Fund,Direct,68.18,11-Sep-2026,0.77,1.11,28.81,18.42,18.65,17.78,0.67,-23.38,66.7,3,6,22,17,61,INF582M01BU9
119589,Sundaram Small Cap Fund - Direct Plan - GROWTH,Sundaram Mutual Fund,Equity Scheme - Small Cap Fund,Direct,336.7691,11-Sep-2026,0.72,0.95,21.53,18.34,18.12,17.59,0.67,-22.32,58.3,9,7,22,17,61,INF903J01NK9
152003,LIC MF Small Cap Fund - Regular Plan - Growth,LIC Mutual Fund,Equity Scheme - Small Cap Fund,Regular,35.8942,11-Sep-2026,1.99,2.65,22.1,18.32,,21.48,0.55,-24.9,62.2,7,4,22,17,38,INF397L01JW3
119212,DSP Small Cap Fund - Direct Plan - Growth,DSP Mutual Fund,Equity Scheme - Small Cap Fund,Direct,257.499,11-Sep-2026,0.65,0.8,20.47,18.17,19.26,19.02,0.61,-21.63,63.3,10,8,22,17,61,INF740K01QD1
149019,PGIM India Small Cap Fund - Direct Plan - Direct Growth,PGIM India Mutual Fund,Equity Scheme - Small Cap Fund,Direct,20.34,11-Sep-2026,0.56,0.94,18.67,17.68,14.94,16.97,0.66,-19.73,61.7,12,9,22,17,61,INF663L01W06
100177,Quant Small Cap Fund - Regular Plan - Growth Option,quant Mutual Fund,Equity Scheme - Small Cap Fund,Regular,293.6118,11-Sep-2026,1.32,1.76,18.71,17.49,19.51,18.82,0.58,-23.87,65.0,11,5,22,17,61,INF966L01AA0
105989,DSP Small Cap Fund - Regular Plan - Growth,DSP Mutual Fund,Equity Scheme - Small Cap Fund,Regular,231.944,11-Sep-2026,1.4,1.68,19.35,17.11,18.2,19.01,0.56,-21.92,61.7,10,6,22,17,61,INF740K01797
100795,Sundaram Small Cap Fund - Regular Plan - GROWTH,Sundaram Mutual Fund,Equity Scheme - Small Cap Fund,Regular,300.464,11-Sep-2026,1.63,1.99,20.18,17.05,16.8,17.57,0.6,-22.67,56.7,9,7,22,17,61,INF903J01470
129647,Union Small Cap Fund - Regular Plan - Growth Option,Union Mutual Fund,Equity Scheme - Small Cap Fund,Regular,60.96,11-Sep-2026,1.7,2.19,27.34,17.03,17.36,17.75,0.59,-23.76,65.0,3,8,22,17,61,INF582M01BY1
119556,Aditya Birla Sun Life Small Cap Fund - Direct Plan - GROWTH,Aditya Birla Sun Life Mutual Fund,Equity Scheme - Small Cap Fund,Direct,116.7096,11-Sep-2026,0.76,1.09,24.74,16.51,15.34,18.19,0.55,-24.95,58.3,6,10,22,17,61,INF209K01WN4
146196,Edelweiss Small Cap Fund - Direct Plan - Growth,Edelweiss Mutual Fund,Equity Scheme - Small Cap Fund,Direct,53.603,11-Sep-2026,0.43,0.63,13.13,16.19,18.26,16.65,0.58,-20.9,65.0,16,11,22,17,61,INF754K01JN6
118778,Nippon India Small Cap Fund - Direct Plan - Growth Option,Nippon India Mutual Fund,Equity Scheme - Small Cap Fund,Direct,209.4966,11-Sep-2026,0.51,0.69,13.62,16.13,19.94,17.53,0.55,-23.18,61.7,15,12,22,17,61,INF204K01K15
149020,PGIM India Small Cap Fund - Regular Plan - Regular Growth,PGIM India Mutual Fund,Equity Scheme - Small Cap Fund,Regular,18.69,11-Sep-2026,1.78,2.38,16.89,15.92,13.05,16.97,0.56,-20.19,61.7,12,9,22,17,61,INF663L01W30
105804,Aditya Birla Sun Life Small Cap Fund - Regular Plan - GROWTH,Aditya Birla Sun Life Mutual Fund,Equity Scheme - Small Cap Fund,Regular,101.6249,11-Sep-2026,1.56,2.01,23.5,15.34,14.16,18.18,0.49,-25.24,56.7,6,10,22,17,61,INF209K01EN2
113177,Nippon India Small Cap Fund - Regular Plan - Growth Option,Nippon India Mutual Fund,Equity Scheme - Small Cap Fund,Regular,185.3841,11-Sep-2026,1.13,1.41,12.76,15.23,18.96,17.51,0.5,-23.42,61.7,15,11,22,17,61,INF204K01HY3
146193,Edelweiss Small Cap Fund - Regular Plan - Growth,Edelweiss Mutual Fund,Equity Scheme - Small Cap Fund,Regular,47.739,11-Sep-2026,1.54,1.92,11.56,14.54,16.48,16.64,0.48,-21.37,63.3,16,12,22,17,61,INF754K01JJ4
118525,Franklin India Small Cap Fund - Direct Plan - Growth,Franklin Templeton Mutual Fund,Equity Scheme - Small Cap Fund,Direct,205.6988,11-Sep-2026,0.77,1.06,9.62,13.82,17.5,17.71,0.41,-22.83,63.3,19,13,22,17,61,INF090I01IQ4
103360,Franklin India Small Cap Fund - Regular Plan - Growth,Franklin Templeton Mutual Fund,Equity Scheme - Small Cap Fund,Regular,180.0517,11-Sep-2026,1.45,1.85,8.71,12.87,16.52,17.7,0.36,-23.14,63.3,19,13,22,17,61,INF090I01569
125497,SBI SMALL CAP FUND - Direct Plan - Growth,SBI Mutual Fund,Equity Scheme - Small Cap Fund,Direct,215.6735,11-Sep-2026,0.6,0.78,11.31,12.81,15.35,15.4,0.41,-21.78,61.7,18,14,22,17,61,INF200K01T51
120164,Kotak Small Cap Fund - Direct Plan - Growth,Kotak Mahindra Mutual Fund,Equity Scheme - Small Cap Fund,Direct,325.854,11-Sep-2026,0.5,0.64,8.57,12.68,13.83,16.97,0.36,-23.91,58.3,20,15,22,17,61,INF174K01KT2
145206,Tata Small Cap Fund - Direct Plan - Growth Option,Tata Mutual Fund,Equity Scheme - Small Cap Fund,Direct,45.204,11-Sep-2026,0.41,0.51,1.94,12.55,16.1,17.32,0.35,-29.14,63.3,21,16,22,17,61,INF277K011O1
125494,SBI SMALL CAP FUND - Regular Plan - Growth,SBI Mutual Fund,Equity Scheme - Small Cap Fund,Regular,186.7116,11-Sep-2026,1.28,1.57,10.38,11.81,14.26,15.38,0.35,-22.07,60.0,18,14,22,17,61,INF200K01T28
102875,Kotak Small Cap Fund - Regular Plan - Growth,Kotak Mahindra Mutual Fund,Equity Scheme - Small Cap Fund,Regular,274.199,11-Sep-2026,1.41,1.72,7.33,11.38,12.44,16.95,0.29,-24.45,58.3,20,15,22,17,61,INF174K01211
130503,HDFC Small Cap Fund - Direct Plan - Growth Option,HDFC Mutual Fund,Equity Scheme - Small Cap Fund,Direct,159.561,11-Sep-2026,0.61,0.75,0.67,11.08,15.92,16.55,0.28,-19.53,63.3,22,17,22,17,61,INF179KA1RW5
145208,Tata Small Cap Fund - Regular Plan - Growth Option,Tata Mutual Fund,Equity Scheme - Small Cap Fund,Regular,39.6614,11-Sep-2026,1.46,1.69,0.59,11.01,14.31,17.3,0.26,-30.55,61.7,21,16,22,17,61,INF277K015O2
130502,HDFC Small Cap Fund - Regular Plan - Growth Option,HDFC Mutual Fund,Equity Scheme - Small Cap Fund,Regular,139.003,11-Sep-2026,1.28,1.54,-0.19,10.12,14.87,16.54,0.22,-19.86,60.0,22,17,22,17,61,INF179KA1RZ8
154215,Abakkus Small Cap Fund - Direct Plan - Growth,Abakkus Mutual Fund,Equity Scheme - Small Cap Fund,Direct,12.698,11-Sep-2026,0.51,1.33,,,,,,,,,,,,6,INF2JJD01177
154214,Abakkus Small Cap Fund - Regular Plan - Growth,Abakkus Mutual Fund,Equity Scheme - Small Cap Fund,Regular,12.614,11-Sep-2026,1.68,2.65,,,,,,,,,,,,6,INF2JJD01185
153612,Bajaj Finserv Small Cap Fund - Direct Plan - Growth,Bajaj Finserv Mutual Fund,Equity Scheme - Small Cap Fund,Direct,11.579,11-Sep-2026,0.52,0.98,23.89,,,24.07,,-14.55,61.5,7,,22,,14,INF0QA701BN2
153609,Bajaj Finserv Small Cap Fund - Regular Plan - Growth,Bajaj Finserv Mutual Fund,Equity Scheme - Small Cap Fund,Regular,11.378,11-Sep-2026,1.7,2.37,21.99,,,24.03,,-15.07,61.5,8,,22,,14,INF0QA701BK8
152128,Baroda BNP Paribas Small Cap Fund - Direct Plan - Growth Option,Baroda BNP Paribas Mutual Fund,Equity Scheme - Small Cap Fund,Direct,14.938,11-Sep-2026,0.79,1.17,14.51,,,18.54,,-24.47,54.5,14,,22,,34,INF251K01SR5
152130,Baroda BNP Paribas Small Cap Fund - Regular Plan - Growth Option,Baroda BNP Paribas Mutual Fund,Equity Scheme - Small Cap Fund,Regular,14.3546,11-Sep-2026,1.85,2.41,13.04,,,18.5,,-24.85,54.5,14,,22,,34,INF251K01SO2
152237,Motilal Oswal Small Cap Fund - Direct Plan - Growth,Motilal Oswal Mutual Fund,Equity Scheme - Small Cap Fund,Direct,17.8191,11-Sep-2026,0.56,0.85,28.74,,,20.93,,-20.82,65.6,4,,22,,33,INF247L01BY3
152232,Motilal Oswal Small Cap Fund - Regular Plan - Growth,Motilal Oswal Mutual Fund,Equity Scheme - Small Cap Fund,Regular,17.194,11-Sep-2026,1.53,1.98,27.22,,,20.9,,-21.0,65.6,4,,22,,33,INF247L01BV9
152107,QUANTUM SMALL CAP FUND - Direct Plan - Growth Option,Quantum Mutual Fund,Equity Scheme - Small Cap Fund,Direct,14.24,11-Sep-2026,0.59,0.85,12.39,,,16.77,,-16.64,60.6,17,,22,,34,INF082J01432
152108,QUANTUM SMALL CAP FUND - Regular Plan - Growth Option,Quantum Mutual Fund,Equity Scheme - Small Cap Fund,Regular,13.64,11-Sep-2026,1.84,2.33,10.71,,,16.75,,-17.25,60.6,17,,22,,34,INF082J01440
153868,Samco Small Cap Fund - Direct Plan - Growth,Samco Mutual Fund,Equity Scheme - Small Cap Fund,Direct,13.02,11-Sep-2026,0.79,2.04,,,,,,,,,,,,9,INF0K1H01297
153869,Samco Small Cap Fund - Regular Plan - Growth,Samco Mutual Fund,Equity Scheme - Small Cap Fund,Regular,12.87,11-Sep-2026,2.1,3.48,,,,,,,,,,,,9,INF0K1H01305
119588,Sundaram Small Cap Fund - Direct Plan - GROWTH,Sundaram Mutual Fund,Equity Scheme - Small Cap Fund,Direct,41.5044,11-Sep-2026,0.72,0.95,,,,,,,,,,,,1,INF903J01NI3
154269,The Wealth Company Small Cap Fund - Direct Plan - Growth,The Wealth Company Mutual Fund,Equity Scheme - Small Cap Fund,Direct,11.9003,11-Sep-2026,0.34,2.26,,,,,,,,,,,,6,INF2F0001537
154268,The Wealth Company Small Cap Fund - Regular Plan - Growth,The Wealth Company Mutual Fund,Equity Scheme - Small Cap Fund,Regular,11.7962,11-Sep-2026,2.1,4.19,,,,,,,,,,,,6,INF2F0001503
152939,TRUSTMF SMALL CAP FUND - Direct Plan - Growth,Trust Mutual Fund,Equity Scheme - Small Cap Fund,Direct,14.24,11-Sep-2026,0.45,1.56,37.98,,,24.5,,-21.78,57.1,1,,22,,22,INF0GCD01800
152940,TRUSTMF SMALL CAP FUND - Regular Plan - Growth,Trust Mutual Fund,Equity Scheme - Small Cap Fund,Regular,13.81,11-Sep-2026,1.65,2.92,35.79,,,24.47,,-22.03,57.1,1,,22,,22,INF0GCD01776
149335,Quant Value Fund - Direct Plan - Growth Option,quant Mutual Fund,Equity Scheme - Value Fund,Direct,24.0957,11-Sep-2026,0.46,0.92,21.86,22.03,,20.38,0.76,-23.65,62.5,2,1,14,14,57,INF966L01AN3
149337,Quant Value Fund - Regular Plan - Growth Option,quant Mutual Fund,Equity Scheme - Value Fund,Regular,22.2837,11-Sep-2026,1.76,2.46,19.93,20.17,,20.36,0.67,-24.35,62.5,2,1,16,16,57,INF966L01AQ6
152018,LIC MF Value Fund - Direct Plan - Growth,LIC Mutual Fund,Equity Scheme - Value Fund,Direct,31.3714,11-Sep-2026,0.86,1.84,25.79,18.28,,18.37,0.64,-22.49,70.3,1,2,14,14,38,INF397L01KU5
148595,DSP Value Fund - Direct Plan - Growth,DSP Mutual Fund,Equity Scheme - Value Fund,Direct,24.269,10-Sep-2026,1.01,1.61,8.85,18.12,,11.45,1.01,-12.7,66.7,5,3,14,14,58,INF740KA1PP3
148594,DSP Value Fund - Regular Plan - Growth,DSP Mutual Fund,Equity Scheme - Value Fund,Regular,23.208,10-Sep-2026,1.73,2.46,7.78,17.13,,11.45,0.93,-13.02,66.7,7,2,16,16,58,INF740KA1PM0
118935,HDFC Value Fund - Direct Plan - Growth Option,HDFC Mutual Fund,Equity Scheme - Value Fund,Direct,884.457,11-Sep-2026,0.86,1.11,9.67,16.99,14.46,14.47,0.72,-17.33,63.3,4,4,14,14,61,INF179K01VC4
152016,LIC MF Value Fund - Regular Plan - Growth,LIC Mutual Fund,Equity Scheme - Value Fund,Regular,28.7421,11-Sep-2026,2.1,3.28,24.17,16.93,,18.36,0.57,-22.86,70.3,1,3,16,16,38,INF397L01KQ3
101764,HDFC Value Fund - Regular Plan - Growth Option,HDFC Mutual Fund,Equity Scheme - Value Fund,Regular,784.479,11-Sep-2026,1.52,1.88,8.75,16.01,13.47,14.46,0.66,-17.61,63.3,5,4,16,16,61,INF179K01426
119659,Aditya Birla Sun Life Value Fund,Aditya Birla Sun Life Mutual Fund,Equity Scheme - Value Fund,Regular,156.2978,11-Sep-2026,1.55,2.0,17.58,15.84,15.2,17.37,0.54,-21.82,66.7,3,5,16,16,61,INF209K01WQ7
108167,Aditya Birla Sun Life Value Fund - Regular Plan - GROWTH,Aditya Birla Sun Life Mutual Fund,Equity Scheme - Value Fund,Regular,137.5083,11-Sep-2026,1.55,2.0,16.57,14.85,14.2,17.36,0.48,-22.09,66.7,4,6,16,16,61,INF209K01LF3
118784,Nippon India Value Fund - Direct Plan - Growth Option,Nippon India Mutual Fund,Equity Scheme - Value Fund,Direct,242.401,11-Sep-2026,0.89,1.27,1.32,14.79,14.14,14.99,0.55,-16.61,61.7,10,5,14,14,61,INF204K01K49
148972,ITI Value Fund - Direct Plan - Growth Option,ITI Mutual Fund,Equity Scheme - Value Fund,Direct,18.9491,11-Sep-2026,0.6,1.51,9.88,14.68,13.6,16.39,0.5,-21.12,61.0,3,6,14,14,60,INF00XX01AQ6
119231,Tata Value Fund - Direct Plan - Growth Option,Tata Mutual Fund,Equity Scheme - Value Fund,Direct,397.0892,11-Sep-2026,0.68,1.08,5.59,14.01,14.04,14.17,0.53,-20.37,61.7,6,7,14,14,61,INF277K01ND1
