Symbol,Name,Sector,Industry,Market Cap (Cr),Cap Category,Current Price,EMA 50,EMA 200,RSI 14,MACD Signal,Supertrend,ROC 3M %,ROC 6M %,ROC 12M %,Vol ROC 1M %,Beta 1Y (Daily),Beta 5Y (Monthly),SD 1Y %,ATR % (14D),52W High,52W Low,% from 52W High,% from 52W Low,1Y Max Drawdown %,1Y CAGR %,3Y CAGR %,Market Regime,Drawdown Status,Days Since 52W High,Trend Consistency (12M),Momentum Acceleration,Momentum Quality,Vol Ratio (20D/60D),Vol Trend,EMA Cross,Days Since EMA Cross,RS vs Nifty 1M %,RS vs Nifty 3M %,RS vs Nifty 6M %,Up Capture Ratio,Down Capture Ratio,Capture Ratio
TRIDENT.NS,Trident Limited,Consumer Cyclical,Textile Manufacturing,12186.53,Mid,23.89,25.03,27.35,47.5,Bullish,Bullish,-10.05,-17.85,-5.43,26.47,1.2388,-0.371,36.68,5.03,34.62,21.98,-30.99,8.69,-33.1,-5.43,-6.5,Strong Bear,Damaged,225,4,-3.4,-0.49,1.23,Rising,Death Cross,431,4.3,2.86,-8.36,138.8,131.9,1.05
ALIVUS.NS,Alivus Life Sciences Limited,Healthcare,Drug Manufacturers - Specialty & Generic,12111.97,Mid,984.2,930.36,942.18,62.92,Bullish,Bullish,8.49,1.64,-10.1,26.26,0.5874,0.074,30.95,3.53,1225.1,819,-19.66,20.17,-28.31,-10.1,,Bull,Correcting,229,5,4.14,0.05,0.87,Stable,Death Cross,171,18.02,21.4,11.13,62.4,63,0.99
ZENTEC.NS,Zen Technologies Limited,Industrials,Aerospace & Defense,12102.56,Mid,1345.4,1368.28,1440.12,46.45,Bearish,Bearish,-3.17,-11.5,-11.48,107.13,0.8369,-0.343,37.93,4.32,2268,1223,-40.68,10.01,-44.84,-11.48,69.78,Strong Bear,Damaged,215,4,0.17,-0.3,1.18,Rising,Death Cross,159,10.17,9.75,-2.02,91.2,93.7,0.97
MINDACORP.NS,Minda Corporation Limited,Consumer Cyclical,Auto Parts,12101.08,Mid,514.15,538.81,546.97,46.78,Bullish,Bullish,-9.19,-10.5,-4.72,15.68,1.1821,0.345,32.22,4.34,619.95,445.05,-17.07,15.53,-20.78,-4.72,35.93,Strong Bear,Correcting,100,5,-7.12,-0.33,1.24,Rising,Death Cross,10,0.86,3.72,-1.01,126.8,121.1,1.05
PARADEEP.NS,Paradeep Phosphates Limited,Basic Materials,Agricultural Inputs,12034.47,Mid,115.92,121.76,143.41,51.68,Bullish,Bearish,-28.21,-40.02,12.47,8.34,1.1137,-0.48,49.8,5.02,234.39,99.7,-50.54,16.27,-55.23,12.47,28.88,Strong Bear,Damaged,170,5,6.37,-0.8,1.21,Rising,Death Cross,51,8.02,-15.3,-30.54,88.1,54.2,1.63
TECHNOE.NS,Techno Electric & Engineering Company Limited,Industrials,Engineering & Construction,11994.56,Mid,1031.35,1082.52,1183.21,44.2,Bearish,Bearish,-3.94,-24.6,-1.41,-23.49,1.488,0.673,41.23,4.91,1654,785.15,-37.65,31.36,-45.06,-1.41,46.38,Strong Bear,Damaged,195,5,-11.17,-0.6,1.11,Stable,Death Cross,95,-1.44,8.98,-15.12,171.9,156,1.1
SAMMAANCAP.NS,Sammaan Capital Limited,Financial Services,Mortgage Finance,11964.72,Mid,146.66,145.2,145.32,53.22,Bullish,Bullish,3.4,7.51,23.24,65.02,1.1034,0.61,45.68,4.34,192.95,97.61,-23.99,50.25,-31.55,23.24,15.31,Bull,Damaged,106,5,-5.69,0.16,1.33,Rising,Death Cross,6,6.49,16.31,17,86.5,43.6,1.98
RAINBOW.NS,Rainbow Children's Medicare Limited,Healthcare,Medical Care Facilities,11954.97,Mid,1175.2,1190.85,1303.17,52.43,Bullish,Bearish,-12.62,-15.58,-9.57,6.38,0.4072,0.052,25.64,3.11,1645.7,1084,-28.59,8.41,-32.03,-9.57,16.64,Strong Bear,Damaged,179,5,1.51,-0.61,1,Stable,Death Cross,121,8.35,0.29,-6.09,27.4,40.2,0.68
CAPLIPOINT.NS,Caplin Point Laboratories Limited,Healthcare,Drug Manufacturers - Specialty & Generic,11954.72,Mid,1570.1,1698.52,1869.78,39.14,Bearish,Bearish,-17.08,-28.1,-23.25,9.42,0.9735,-0.035,34.73,3.07,2395,1500.3,-34.44,4.65,-35.77,-23.25,33.57,Strong Bear,Damaged,138,4,-3.47,-0.81,1.03,Stable,Death Cross,95,1.88,-4.17,-18.61,93,114.9,0.81
COHANCE.NS,COHANCE LIFESCIENCES LTD,Healthcare,Drug Manufacturers - Specialty & Generic,11945.58,Mid,311.95,349.56,618.64,50.26,Bullish,Bearish,-41.95,-65.26,,-43.82,0.5061,0.151,36.75,4.64,1123.4,266.7,-72.23,16.97,-74.76,,,Strong Bear,Damaged,220,2,15.15,-1.78,0.88,Stable,Death Cross,211,12.22,-29.03,-55.78,-46.7,125.2,-0.37
DEVYANI.NS,Devyani International Limited,Consumer Cyclical,Restaurants,11929.93,Mid,96.76,118.25,142.27,27.93,Bearish,Bearish,-32.49,-44.14,-34.85,-49.55,0.9997,-0.173,34.71,5.33,191,94.31,-49.34,2.6,-49.93,-34.85,-14.03,Strong Bear,Damaged,144,5,-14.1,-1.27,1.02,Stable,Death Cross,120,-13.88,-19.58,-34.65,82.7,125.5,0.66
IRCON.NS,Ircon International Limited,Industrials,Engineering & Construction,11794.07,Mid,125.4,140.31,160.85,43.86,Bearish,Bearish,-26.84,-26.95,-23.83,224.5,1.754,0.411,42.72,5.12,225.52,114.5,-44.4,9.52,-47.01,-23.83,33.92,Strong Bear,Damaged,215,5,-4.64,-0.63,1.49,Rising,Death Cross,184,-2.54,-13.93,-17.47,168.5,184.4,0.91
ABDL.NS,ALLIED BLEND N DISTILS L,Consumer Defensive,Beverages - Wineries & Distilleries,11791.18,Mid,421.55,470.1,495.61,42.78,Bearish,Bearish,-29.92,-19.48,30.13,45.44,0.9516,1.5898,39.52,4.78,696.8,279,-39.5,51.09,-43.82,30.13,,Strong Bear,Damaged,106,6,-3.56,-0.49,1.26,Rising,Death Cross,14,-2.48,-17,-9.99,138,89.4,1.54
TBOTEK.NS,TBO TEK LIMITED,Consumer Cyclical,Travel Services,11654.1,Mid,1093.9,1281.61,1433.74,38.35,Bullish,Bearish,-34.85,-29.13,-9.73,43.47,1.1682,1.7844,42.51,5.38,1764.8,996,-38.02,9.83,-41.18,-9.73,,Strong Bear,Damaged,91,6,-1.32,-0.69,1.21,Rising,Death Cross,28,-1.88,-21.93,-19.64,104.1,101.5,1.03
BLUEDART.NS,Blue Dart Express Limited,Industrials,Integrated Freight & Logistics,11595.37,Mid,4886.8,5353.01,5773.31,35.98,Bearish,Bearish,-10.5,-15.68,-18.28,-1.57,0.7613,0.123,31.8,3.49,7225,4683,-32.36,4.35,-33.66,-18.28,-7.47,Strong Bear,Damaged,221,5,-9.42,-0.49,1.24,Rising,Death Cross,324,-1.87,2.42,-6.19,79.8,95.8,0.83
INGERRAND.NS,Ingersoll-Rand (India) Limited,Industrials,Specialty Industrial Machinery,11523.58,Mid,3633.1,3647.45,3669.87,48.08,Bearish,Bearish,8.3,-7.41,0.51,-36.29,0.9299,-0.084,26.63,3.59,4477.8,3063.3,-18.86,18.6,-25.31,0.51,16.22,Strong Bear,Correcting,184,5,-13.06,-0.28,1.1,Stable,Death Cross,83,0.76,21.21,2.07,99.7,90.5,1.1
JMFINANCIL.NS,JM Financial Limited,Financial Services,Capital Markets,11505.06,Mid,120.3,128.27,138.6,46.45,Bullish,Bearish,-16.55,-26.54,26.11,-16.12,1.7111,0.069,45.87,5.22,199.8,80.2,-39.79,50,-40.56,26.11,25.72,Strong Bear,Damaged,158,6,-3.88,-0.58,1.15,Stable,Death Cross,50,1.65,-3.64,-17.05,175.4,125.9,1.39
PRIVISCL.NS,Privi Speciality Chemicals Limited,Basic Materials,Specialty Chemicals,11449.28,Mid,2931,2895.18,2675.89,52.03,Bearish,Bullish,-10.21,21.97,89.41,-29.07,0.7066,-0.315,43.22,3.14,3440.5,1501,-14.81,95.27,-22.78,89.41,47.37,Strong Bull,Correcting,103,8,1.19,0.51,1.23,Rising,Golden Cross,465,8.84,2.71,31.46,103,5.2,19.81
ABLBL.NS,ADITYA BIRLA LIFES BRAN L,Consumer Cyclical,Apparel Retail,11374,Mid,93.52,104.17,125.75,41.43,Bearish,Bearish,-24.02,-33.2,,207.64,1.4545,1.2063,35.69,4.38,175,87.91,-46.56,6.38,-46.58,,,Strong Bear,Damaged,190,2,-1.11,-0.93,1.26,Rising,Death Cross,185,1.93,-11.1,-23.31,106.3,171.1,0.62
JKTYRE.NS,JK Tyre & Industries Limited,Consumer Cyclical,Auto Parts,11361.87,Mid,393.8,463.75,436.62,35.65,Bearish,Bearish,-21.2,5.51,33.77,-15.37,1.4392,0.312,37.41,5.47,611.9,244,-35.64,61.39,-37.03,33.77,38.08,Bear,Damaged,35,7,-18.72,0.15,1.39,Rising,Golden Cross,140,-14.74,-8.29,14.99,160.5,108.5,1.48
ENGINERSIN.NS,Engineers India Limited,Industrials,Engineering & Construction,11304.91,Mid,200.98,194.85,195.47,53.75,Bearish,Bearish,0.62,2.33,23.53,-84.39,1.3183,0.701,41.42,5.02,255.45,148.81,-21.32,35.06,-33.31,23.53,40.75,Bull,Damaged,188,6,-10.08,0.06,1.1,Stable,Death Cross,6,1.17,13.54,11.82,153.9,110.3,1.4
INOXINDIA.NS,INOX India Limited,Industrials,Specialty Industrial Machinery,11300.96,Mid,1245.1,1163.78,1151.21,61,Bullish,Bullish,14.29,2.8,18.75,135.95,0.8571,0.599,27.47,3.84,1288,892.25,-3.33,39.55,-15.4,18.75,,Strong Bull,Correcting,195,7,3.53,0.1,1.39,Rising,Golden Cross,15,19.35,27.21,12.29,95.8,66.3,1.44
KIRLOSBROS.NS,Kirloskar Brothers Limited,Industrials,Specialty Industrial Machinery,11204.3,Mid,1410.7,1555.46,1705.55,39.58,Bearish,Bearish,-11.02,-28.35,-21.1,80.58,1.2205,0.026,40.6,4.91,2475,1335,-43,5.67,-43,-21.1,54.76,Strong Bear,Damaged,196,4,-7.79,-0.7,1.41,Rising,Death Cross,96,-0.42,1.89,-18.86,121,135.6,0.89
INDGN.NS,INDEGENE LIMITED,Healthcare,Health Information Services,11163.93,Mid,464.55,470.22,518.94,52.49,Bullish,Bearish,-11.04,-18.77,-15.57,-5.96,0.8858,1.3635,28.86,3.91,632.9,414,-26.6,12.21,-31.43,-15.57,,Strong Bear,Damaged,215,4,-3.47,-0.65,1.38,Rising,Death Cross,289,3.9,1.87,-9.28,73.3,86.4,0.85
MTARTECH.NS,MTAR Technologies Limited,Industrials,Specialty Industrial Machinery,11091.75,Mid,3603.6,3346.75,2563.58,53.85,Bearish,Bullish,50.95,89.83,149.97,-46.22,0.9862,0.273,44.12,5.09,3920,1155.6,-8.07,211.84,-21.16,149.97,28.01,Strong Bull,Recovering,23,6,-19.15,2.04,1.08,Stable,Golden Cross,135,8.88,63.86,99.32,159.1,25,6.36
HFCL.NS,HFCL Limited,Technology,Communication Equipment,11089.27,Mid,72.47,69.7,74.58,54.79,Bearish,Bullish,11.75,-5.14,-14.56,22.87,1.7232,0.039,40.41,4.78,93.96,59.82,-22.87,21.15,-33.65,-14.56,2.45,Strong Bear,Damaged,211,5,0.22,-0.13,1.18,Rising,Death Cross,315,15.19,24.66,4.34,179.5,181.6,0.99
WELSPUNLIV.NS,Welspun Living Limited,Consumer Cyclical,Textile Manufacturing,11068.86,Mid,115.71,122.64,128.97,46.81,Bullish,Bearish,-12.06,-3.42,-16.37,-67.52,1.6714,-0.477,50.21,5.08,154.57,104.8,-25.14,10.41,-27.91,-16.37,19.29,Strong Bear,Damaged,223,7,-4.47,-0.07,0.87,Stable,Death Cross,20,2.56,0.85,6.07,168.7,168.8,1
THANGAMAYL.NS,Thangamayil Jewellery Limited,Consumer Cyclical,Luxury Goods,11056.31,Mid,3552.4,3497.61,2927.37,51.46,Bullish,Bearish,10.73,72.1,89.9,-7.44,1.025,0.477,51.9,5.5,4149,1700,-14.38,108.96,-20.22,89.9,92.25,Bull,Correcting,23,7,-12.69,1.39,1.01,Stable,Golden Cross,264,1.93,23.64,81.59,120.1,18,6.67
GODREJAGRO.NS,Godrej Agrovet Limited,Consumer Defensive,Packaged Foods,10993.52,Mid,571.1,584.12,633.86,47.57,Bearish,Bearish,1.46,-16.96,-26.39,-69.23,0.7347,0.036,33.15,4.25,876.35,506.1,-34.83,12.84,-39.45,-26.39,10.65,Strong Bear,Damaged,174,4,-8.2,-0.51,1.18,Rising,Death Cross,126,3.33,14.37,-7.47,29.9,60.2,0.5
JWL.NS,Jupiter Wagons Limited,Industrials,Railroads,10969.74,Mid,256.68,279.78,318.31,44.15,Bearish,Bearish,-23.99,-20.74,-29.51,462.17,1.3153,0.014,45.36,5.81,457,235.65,-43.83,8.92,-43.45,-29.51,38.44,Strong Bear,Damaged,228,4,0.43,-0.46,1.36,Rising,Death Cross,306,3.48,-11.08,-11.25,130,156.2,0.83
HEG.NS,HEG Limited,Industrials,Electrical Equipment & Parts,10886.83,Mid,564.15,534.95,523.27,58.01,Bullish,Bullish,-6.01,8.12,31.13,68.45,1.2353,0.889,43.32,5.03,672,406.1,-16.05,38.92,-25.14,31.13,43.87,Bull,Correcting,60,7,-1.29,0.19,1.34,Rising,Golden Cross,255,7.76,6.9,17.6,134.9,83.6,1.61
OLAELEC.NS,OLA ELECTRIC MOBILITY LTD,Consumer Cyclical,Auto Manufacturers,10868.61,Mid,25.89,27.91,40.96,52.4,Bullish,Bearish,-26.93,-53.8,-53.54,17.44,1.399,0.4061,59.35,6.16,71.25,22.25,-63.66,16.36,-66.95,-53.54,,Strong Bear,Damaged,150,4,12,-0.91,1.28,Rising,Death Cross,370,14.07,-14.01,-44.31,101.5,172.3,0.59
CANFINHOME.NS,Can Fin Homes Limited,Financial Services,Mortgage Finance,10862.11,Mid,814.35,860.23,837.86,42.78,Bearish,Bearish,-9.59,7.6,20.64,-8.74,0.901,0.387,26.92,4.49,971.5,615,-16.18,32.41,-16.64,20.64,13.87,Bull,Correcting,36,8,-4.99,0.28,1.19,Rising,Golden Cross,210,2.86,3.32,17.09,95,62.9,1.51
LUMAXTECH.NS,Lumax Auto Technologies Limited,Consumer Cyclical,Auto Parts,10860.93,Mid,1593.5,1549.02,1311.74,52.13,Bullish,Bearish,5,26.63,189.53,-25.58,1.5548,0.31,57.87,5.63,1823.9,449,-12.63,254.9,-21.95,189.53,83.77,Strong Bull,Correcting,34,8,-10.52,0.46,1.18,Rising,Golden Cross,1475,2.2,17.91,36.12,207.7,46.4,4.48
SCI.NS,The Shipping Corporation of India Limited,Industrials,Marine Shipping,10778.12,Mid,231.39,236.78,223.53,47.05,Bearish,Bearish,0.22,1.86,37.93,-64.1,1.4296,0.051,46.06,5.26,280.5,147,-17.51,57.41,-25.59,37.93,27.22,Bull,Correcting,30,6,-13.8,0.04,0.96,Stable,Golden Cross,200,-2.68,13.14,11.35,162.1,101.9,1.59
FIRSTCRY.NS,BRAINBEES SOLUTIONS LTD,Consumer Cyclical,Internet Retail,10706.25,Mid,220.67,239.47,314.46,47.51,Bullish,Bullish,-22.61,-41.73,-41.37,56.59,1.4039,0.4997,51.96,6.11,438.7,207.05,-49.7,6.58,-49.79,-41.37,,Strong Bear,Damaged,213,5,7.64,-0.8,1.43,Rising,Death Cross,425,11.15,-9.7,-32.24,99,145.5,0.68
CONCORDBIO.NS,Concord Biotech Limited,Healthcare,Biotechnology,10670.85,Mid,1020,1174.34,1411.05,31.59,Bearish,Bearish,-23.66,-35.82,-38.25,-81.5,0.7051,0.238,39.74,5.53,2150.4,990.6,-52.57,2.97,-52.06,-38.25,,Strong Bear,Damaged,210,4,-10.62,-0.9,0.58,Falling,Death Cross,166,-7.46,-10.75,-26.33,52.5,101.3,0.52
IEX.NS,Indian Energy Exchange Limited,Financial Services,Capital Markets,10667.16,Mid,119.95,124.49,140.64,47.93,Bullish,Bearish,-9.25,-13.18,-31.31,-12.99,1.1543,0.222,44.07,3.51,215.4,114.6,-44.31,4.67,-44.7,-31.31,-4.82,Strong Bear,Damaged,210,5,-2.84,-0.3,0.95,Stable,Death Cross,171,5.12,3.66,-3.69,110.7,139.8,0.79
FIVESTAR.NS,Five-Star Business Finance Limited,Financial Services,Credit Services,10633.34,Mid,360.05,420.87,537.1,39.65,Bullish,Bearish,-33.52,-30.75,-49.8,-30.22,1.0747,0.129,39.13,5.21,850,338.15,-57.64,6.48,-58.69,-49.8,-13.33,Strong Bear,Damaged,245,4,-3.83,-0.79,1.28,Rising,Death Cross,174,-3.95,-20.61,-21.26,46.2,121.3,0.38
WHIRLPOOL.NS,Whirlpool of India Limited,Consumer Cyclical,"Furnishings, Fixtures & Appliances",10537.56,Mid,830.25,868.75,1071.05,47.23,Bearish,Bearish,-8.82,-33.53,-17.04,-21.29,0.8769,0.153,38,3.81,1473.8,756.85,-43.67,9.7,-46.26,-17.04,-14.47,Strong Bear,Damaged,180,4,-5.13,-0.88,1.15,Stable,Death Cross,313,2.98,4.09,-24.04,80.9,92,0.88
TI.NS,Tilaknagar Industries Ltd.,Consumer Defensive,Beverages - Wineries & Distilleries,10523.3,Mid,425.75,440.74,429.51,45.28,Bearish,Bullish,-5.8,-6.91,69.58,46.41,1.3737,0.105,44.88,4.2,549.7,199.53,-22.55,113.38,-26.38,69.58,56.8,Strong Bear,Damaged,108,5,-3.71,-0.15,1.21,Rising,Golden Cross,220,5.41,7.12,2.58,169.6,83.8,2.02
BLS.NS,BLS International Services Limited,Industrials,Specialty Business Services,10515,Mid,255.41,267.24,313,49.79,Bullish,Bullish,-18.75,-25.1,-38.93,24.87,1.7157,-0.647,47.21,6.05,422,218.9,-39.48,16.68,-46.12,-38.93,16.62,Strong Bear,Damaged,220,5,-2.29,-0.53,1.38,Rising,Death Cross,208,2.51,-5.83,-15.61,120.7,164.1,0.74
BLACKBUCK.NS,BlackBuck Limited,Technology,Software - Application,10463.3,Mid,575.55,597.77,575.24,45.15,Bullish,Bullish,-13.16,-2.56,40.65,-14.71,1.1249,-0.4926,44.89,4.83,748,373.2,-23.05,54.22,-26.93,40.65,,Bear,Damaged,115,6,3.48,-0.06,0.86,Stable,Golden Cross,350,10.15,-0.24,7.33,118.2,60.3,1.96
SANOFICONR.NS,SANOFI CONS HEALTHC IND L,Healthcare,Drug Manufacturers - General,10460.91,Mid,4535.7,4293.6,4578.33,59.43,Bullish,Bullish,1.38,-10.15,-3.98,-49.88,0.374,0.701,33.8,4.45,5894.5,3975,-23.05,14.11,-29.78,-3.98,,Strong Bear,Damaged,196,6,-1.09,-0.3,1.06,Stable,Death Cross,120,10.42,14.29,-0.26,24,19.5,1.23
UJJIVANSFB.NS,Ujjivan Small Finance Bank Limited,Financial Services,Banks - Regional,10416.83,Mid,53.62,56.08,52.23,47.42,Bullish,Bearish,3.59,19.24,48.99,28.83,1.4921,0.368,39.16,5.18,68,32.88,-21.15,63.08,-22.84,48.99,26.93,Bull,Damaged,43,7,-14.15,0.49,1.31,Rising,Golden Cross,233,-1.91,16.51,28.72,151.2,85.2,1.77
AFCONS.NS,AFCONS INFRASTRUCTURE LTD,Industrials,Engineering & Construction,10386.24,Mid,282.4,309.76,378.45,43.78,Bullish,Bearish,-26.74,-36.33,-41.98,19.87,0.7996,0.9548,26.21,3.62,479.4,265.8,-41.09,6.25,-43.98,-41.98,,Strong Bear,Damaged,263,5,3.97,-1.39,1.3,Rising,Death Cross,294,6.1,-13.83,-26.84,30.9,93.7,0.33
NSLNISP.NS,NMDC Steel Limited,Basic Materials,Steel,10385.48,Mid,35.43,38.51,40.86,42.66,Bearish,Bearish,-15.22,-23.74,-2.32,-0.33,1.3721,-0.047,40.45,4.15,49.65,32.13,-28.64,10.27,-30.35,-2.32,-2.56,Strong Bear,Damaged,110,6,-7.1,-0.59,1.21,Rising,Death Cross,33,-1.12,-2.31,-14.25,145.1,132.1,1.1
NUVOCO.NS,Nuvoco Vistas Corporation Limited,Basic Materials,Building Materials,10372.18,Mid,290.2,318.18,354.92,42.99,Bullish,Bearish,-19.82,-34.38,-9.34,88.69,0.9223,0.125,28.93,4.51,477.5,276.25,-39.23,5.05,-40.27,-9.34,-6.16,Strong Bear,Damaged,149,4,-5.93,-1.19,1.52,Rising,Death Cross,80,-1.49,-6.91,-24.89,79.9,83.6,0.96
JPPOWER.NS,Jaiprakash Power Ventures Limited,Utilities,Utilities - Independent Power Producers,10245.03,Mid,14.94,15.14,16.67,51.24,Bullish,Bullish,-12.68,-16.11,-0.33,285.3,1.0561,-0.134,51.96,6.22,27.7,12.52,-46.06,19.33,-50.9,-0.33,30.97,Strong Bear,Damaged,186,7,6.91,-0.31,1.42,Rising,Death Cross,55,13.73,0.23,-6.63,145,123,1.18
APTUS.NS,Aptus Value Housing Finance India Limited,Financial Services,Mortgage Finance,10200.13,Mid,203.7,237,279.29,35.59,Bearish,Bearish,-26.75,-35.23,-32.15,65.41,1.0083,0.346,30.67,4.16,364,193.03,-44.04,5.53,-45.49,-32.15,-8.85,Strong Bear,Damaged,161,4,-8.18,-1.15,1.17,Rising,Death Cross,111,-6.04,-13.84,-25.74,68.9,108.8,0.63
SIGNATURE.NS,Signatureglobal (India) Limited,Real Estate,Real Estate - Development,10168.06,Mid,723.65,885.83,1034.55,31.73,Bearish,Bearish,-36.44,-33.92,-37.51,-48.65,0.9948,0.04,32.71,5.3,1309.5,710.5,-44.74,1.85,-45.12,-37.51,,Strong Bear,Damaged,210,7,-11.69,-1.04,0.85,Stable,Death Cross,175,-12.79,-23.53,-24.43,60,109.8,0.55
PCBL.NS,PCBL Chemical Limited,Basic Materials,Specialty Chemicals,10136.38,Mid,257.62,277.34,323.83,46.87,Bullish,Bearish,-12.83,-31.64,-39.21,-23.77,1.507,0.237,41.97,6.32,444.15,226.5,-42,13.74,-45.8,-39.21,32.13,Strong Bear,Damaged,260,5,-9.99,-0.75,1.21,Rising,Death Cross,151,-3.22,0.08,-22.15,92.1,140,0.66
SWANCORP.NS,Swan Corp Limited,Industrials,Conglomerates,10132.01,Mid,321.9,372.51,431.23,40.25,Bearish,Bearish,-32.49,-32.68,-31.91,72.67,1.4675,-0.562,43.09,5.78,526.7,295.65,-38.88,8.88,-42.51,-31.91,3.2,Strong Bear,Damaged,185,7,-2.97,-0.76,1.3,Rising,Death Cross,294,-2.75,-19.58,-23.19,123,154.6,0.8
EDELWEISS.NS,Edelweiss Financial Services Limited,Financial Services,Financial Conglomerates,10059.92,Mid,106.2,109.59,108.06,47.13,Bearish,Bearish,-1.69,-8.16,18.35,-51.77,1.3461,0.452,43.01,4.73,130.7,73.5,-18.75,44.49,-22.94,18.35,49.91,Strong Bear,Correcting,30,7,-9.59,-0.19,1.01,Stable,Golden Cross,208,0.9,11.22,1.33,168.9,129.2,1.31
HONASA.NS,Honasa Consumer Limited,Consumer Defensive,Household & Personal Products,10006.99,Mid,307.45,288.3,287.69,61.67,Bullish,Bullish,14.53,2.42,39.27,-60.84,0.9171,0.532,37.39,3.8,334.2,212.51,-8,44.68,-22.16,39.27,,Strong Bull,Correcting,223,6,-4.83,0.06,1.42,Rising,Golden Cross,1,11.07,27.44,11.9,123.6,76.3,1.62
BALRAMCHIN.NS,Balrampur Chini Mills Limited,Consumer Defensive,Confectioners,10002.28,Mid,494.95,470.54,480.72,55.69,Bearish,Bullish,14.44,5.29,-6.74,284.2,0.7192,0.521,31.52,4.39,627.8,393.55,-21.16,25.77,-35.64,-6.74,10.38,Bull,Damaged,185,5,2.48,0.17,1.38,Rising,Death Cross,134,18.34,27.35,14.78,76.3,75.7,1.01
MEDPLUS.NS,MedPlus Health Services Limited,Healthcare,Pharmaceutical Retailers,9945.27,Mid,827.95,829.82,817.41,49,Bullish,Bearish,1.61,4.92,13.36,-23.81,0.8749,0.523,30.56,3.47,1045.3,678.05,-20.79,22.11,-24.09,13.36,5.82,Bull,Damaged,221,5,-2.98,0.16,1.02,Stable,Golden Cross,40,8.61,14.52,14.41,103.2,77.3,1.34
HOMEFIRST.NS,Home First Finance Company India Limited,Financial Services,Mortgage Finance,9919.38,Mid,950.45,1057.86,1135.28,39.92,Bearish,Bearish,-14.41,-22.63,-12.25,-8.72,0.9912,0.329,41.16,4.35,1519,878.4,-37.43,8.2,-38.82,-12.25,8.76,Strong Bear,Damaged,178,5,-14.44,-0.55,0.82,Falling,Death Cross,85,-8.2,-1.5,-13.14,112.8,114,0.99
AZAD.NS,AZAD ENGINEERING LIMITED,Industrials,Specialty Industrial Machinery,9911.36,Mid,1534.7,1560.96,1582.91,49.67,Bearish,Bearish,-6.77,-5.45,4.37,10.91,1.4074,-0.731,38.14,4.45,1899,1159.45,-19.18,32.36,-26.06,4.37,,Strong Bear,Correcting,226,6,-9.1,-0.14,1.07,Stable,Death Cross,8,-0.31,6.14,4.04,144.1,123.6,1.17
FINPIPE.NS,Finolex Industries Limited,Industrials,Building Products & Equipment,9834.28,Mid,159.05,176.3,188.28,36.32,Bearish,Bearish,-6.34,-24.4,-7.11,2.14,0.9122,0.398,31.47,4.73,238,147.54,-33.17,7.8,-34.43,-7.11,-1.16,Strong Bear,Damaged,205,5,-11.97,-0.78,1.33,Rising,Death Cross,333,-3.03,6.58,-14.91,79.4,87.3,0.91
BBTC.NS,The Bombay Burmah Trading Corporation Limited,Consumer Defensive,Packaged Foods,9798.77,Mid,1404.4,1621.57,1794.44,35.31,Bearish,Bearish,-22.46,-23.64,-22.33,55.73,1.0877,0.475,32.51,4,2155,1314.6,-34.83,6.83,-36.54,-22.33,17.67,Strong Bear,Damaged,114,5,-11.1,-0.73,1.41,Rising,Death Cross,294,-7.54,-9.55,-14.15,78.6,100.5,0.78
BSOFT.NS,Birlasoft Limited,Technology,Information Technology Services,9772.24,Mid,349.65,381.2,405.56,42.49,Bearish,Bearish,-19.91,-3.66,-13.56,-49.13,1.3472,0.339,36.88,4.94,474,325,-26.23,7.58,-28.56,-13.56,8.01,Strong Bear,Damaged,35,6,-2.25,-0.1,0.92,Stable,Death Cross,29,2.16,-6.99,5.83,144.6,148.4,0.97
ACE.NS,Action Construction Equipment Limited,Industrials,Farm & Heavy Construction Machinery,9658.7,Mid,811.5,859.98,989.04,45.79,Bearish,Bearish,-13.09,-27.15,-34.57,12.63,1.1569,0.098,34.57,4.24,1389,745.1,-41.58,8.91,-44.62,-34.57,30.28,Strong Bear,Damaged,221,5,-4.89,-0.79,1.32,Rising,Death Cross,290,1.8,-0.18,-17.67,109,150.4,0.72
SHAILY.NS,Shaily Engineering Plastics Limited,Basic Materials,Specialty Chemicals,9641.29,Mid,2094.2,2107.36,2054.65,49.36,Bullish,Bullish,-7.02,-8.17,18.75,125.29,1.3054,-0.419,54.33,6.28,2799.9,1372.65,-25.2,52.57,-33.73,18.75,108.58,Bear,Damaged,96,7,7.57,-0.15,1.35,Rising,Golden Cross,679,16.27,5.89,1.32,170.4,123.6,1.38
GRAVITA.NS,Gravita India Limited,Industrials,Metal Fabrication,9602.09,Mid,1318.3,1531.73,1672.56,32.66,Bearish,Bearish,-28.8,-17.35,-25.57,106.86,1.3884,-0.064,40.21,4.97,2170,1291.1,-39.25,2.11,-38.17,-25.57,41.12,Strong Bear,Damaged,226,7,-9.39,-0.43,1.25,Rising,Death Cross,54,-7.94,-15.89,-7.86,111.6,134.2,0.83
SOUTHBANK.NS,The South Indian Bank Limited,Financial Services,Banks - Regional,9517.48,Mid,36.36,38.69,35.74,44.9,Bearish,Bearish,-2.18,22.67,53.05,-29.67,1.2091,-0.002,40.43,4.56,46.84,22.3,-22.37,63.05,-26.89,53.05,27.8,Bull,Damaged,49,6,-12.14,0.56,1.01,Stable,Golden Cross,226,-1.82,10.73,32.16,147.1,77.1,1.91
