Symbol,Name,Sector,Industry,Market Cap (Cr),Cap Category,Current Price,EMA 50,EMA 200,RSI 14,MACD Signal,Supertrend,ROC 3M %,ROC 6M %,ROC 12M %,Vol ROC 1M %,Beta 1Y (Daily),Beta 5Y (Monthly),SD 1Y %,ATR % (14D),52W High,52W Low,% from 52W High,% from 52W Low,1Y Max Drawdown %,1Y CAGR %,3Y CAGR %,Market Regime,Drawdown Status,Days Since 52W High,Trend Consistency (12M),Momentum Acceleration,Momentum Quality,Vol Ratio (20D/60D),Vol Trend,EMA Cross,Days Since EMA Cross,RS vs Nifty 1M %,RS vs Nifty 3M %,RS vs Nifty 6M %,Up Capture Ratio,Down Capture Ratio,Capture Ratio
JKIL.NS,J. Kumar Infraprojects Limited,Industrials,Engineering & Construction,3456.02,Small,455.85,518.01,592.83,38.82,Bearish,Bearish,-21.81,-27.08,-34,99.28,1.0001,-0.111,33.76,5.09,765.6,425,-40.46,7.26,-42.7,-34,20.96,Strong Bear,Damaged,210,5,-9.34,-0.8,1.32,Rising,Death Cross,164,-5.56,-8.9,-17.59,68.8,111,0.62
MANINFRA.NS,Man Infraconstruction Limited,Industrials,Engineering & Construction,3445.7,Small,85.36,103.1,132.22,36.87,Bearish,Bearish,-33.9,-44.13,-45.14,97.82,1.5152,-0.351,37.02,6.05,190.83,77.12,-55.27,10.68,-58.46,-45.14,3.75,Strong Bear,Damaged,191,4,-9.62,-1.19,1.34,Rising,Death Cross,286,-9.87,-20.99,-34.64,116.4,179.1,0.65
RBA.NS,Restaurant Brands Asia Limited,Consumer Cyclical,Restaurants,3444.8,Small,59.1,62.53,69.47,35.3,Bearish,Bearish,-7.66,-26.37,-8.24,-21.67,0.6252,0.027,34.33,2.07,89.5,57.15,-33.97,3.41,-33.52,-8.24,-14.78,Strong Bear,Damaged,225,6,-4.57,-0.77,0.92,Stable,Death Cross,549,3.93,5.26,-16.89,58.1,59.2,0.98
NFL.NS,National Fertilizers Limited,Basic Materials,Agricultural Inputs,3411.79,Small,69.44,75.51,86.11,45.29,Bullish,Bearish,-23.02,-27.09,-17.42,128.4,1.5471,0.166,35.98,5.04,112.2,63.35,-38.11,9.61,-39.44,-17.42,3.14,Strong Bear,Damaged,213,5,-2.63,-0.75,1.54,Rising,Death Cross,309,0.74,-10.11,-17.6,137.3,147.7,0.93
HEMIPROP.NS,Hemisphere Properties India Limited,Real Estate,Real Estate - Diversified,3402.11,Small,119.32,133.54,139.87,38.16,Bearish,Bearish,-12.78,-26.21,-8.63,45.55,1.2489,-0.126,45.34,5.01,190.69,111.03,-37.43,7.47,-39.28,-8.63,7.99,Strong Bear,Damaged,128,7,-11.52,-0.58,1.38,Rising,Death Cross,104,-4.73,0.14,-16.72,126.1,119.2,1.06
CRIZAC.NS,CRIZAC LIMITED,Consumer Defensive,Education & Training Services,3369.99,Small,192.59,221.78,263.63,41.51,Bearish,Bearish,-30.07,-35.37,,43.92,1.5616,,48.16,6.34,387.95,173.35,-50.36,11.1,-51.17,,,Strong Bear,Damaged,146,3,-6.33,-0.73,1.39,Rising,Death Cross,120,-5.31,-17.15,-25.88,152.2,184.1,0.83
PACEDIGITK.NS,Pace Digitek Limited,Technology,Communication Equipment,3315.91,Small,153.62,170.57,194.68,41.83,Bearish,Bearish,-18.77,,,-27.52,1.5772,,40.34,5.89,231.95,139.81,-33.77,9.88,-37.82,,,Strong Bear,Damaged,113,1,-7.5,,1.18,Rising,Death Cross,121,-2.71,-5.85,,119.6,164.7,0.73
BALAMINES.NS,Balaji Amines Limited,Basic Materials,Specialty Chemicals,3308.47,Small,1021.1,1080.91,1280.84,46.63,Bullish,Bearish,-8.36,-30.63,-24.34,-4.96,1.3001,0.393,42.98,5.11,1945,968.1,-47.5,5.47,-48.67,-24.34,-22.49,Strong Bear,Damaged,191,4,-3.41,-0.71,0.94,Stable,Death Cross,378,4.85,4.55,-21.14,102.4,121.8,0.84
AGI.NS,AGI Greenpac Limited,Consumer Cyclical,Packaging & Containers,3252.66,Small,502.75,568.36,713.2,44.48,Bullish,Bearish,-31.86,-44.64,-31.71,45.78,1.0791,-0.622,38.18,5.13,1009,465,-50.17,8.12,-51.45,-31.71,14.96,Strong Bear,Damaged,180,3,1.14,-1.17,1.25,Rising,Death Cross,103,1.57,-18.95,-35.15,63.2,103.5,0.61
STYRENIX.NS,Styrenix Performance Materials Limited,Basic Materials,Chemicals,3250.74,Small,1847.4,1939.47,2202.11,43.65,Bearish,Bearish,-6.34,-22.92,-31.8,167.29,0.9012,0.302,30.01,4.19,3498,1780,-47.19,3.79,-46.89,-31.8,42.07,Strong Bear,Damaged,210,5,-1.71,-0.76,1.48,Rising,Death Cross,135,7.22,6.57,-13.43,62.1,102,0.61
LXCHEM.NS,Laxmi Organic Industries Limited,Basic Materials,Specialty Chemicals,3241.52,Small,116.96,132,169.33,44.93,Bullish,Bearish,-30.35,-46.59,-37.35,116.85,1.4089,-0.071,43.04,5.53,241,107.6,-51.47,8.7,-53.3,-37.35,-23.7,Strong Bear,Damaged,145,4,-0.4,-1.08,1.37,Rising,Death Cross,350,0.53,-17.44,-37.11,107,150,0.71
EMUDHRA.NS,eMudhra Limited,Technology,Software - Application,3224.45,Small,393.25,456.63,594.71,38.67,Bullish,Bearish,-33.74,-39.32,-54.7,61.29,0.7416,-0.339,30.11,4.99,883.95,364.55,-55.51,7.87,-57.58,-54.7,15.6,Strong Bear,Damaged,265,3,1.05,-1.31,0.97,Stable,Death Cross,235,0.85,-20.83,-29.83,-7.2,86.9,-0.08
AARTIDRUGS.NS,Aarti Drugs Limited,Healthcare,Drug Manufacturers - Specialty & Generic,3163.13,Small,346.4,362.36,413.42,48.77,Bullish,Bearish,-15.88,-31.32,-2.24,-1.23,1.065,0.138,42.16,4.01,564.05,312,-38.59,11.03,-41.02,-2.24,-0.88,Strong Bear,Damaged,181,6,-0.93,-0.74,1.4,Rising,Death Cross,84,4.82,-2.97,-21.83,130.2,116.8,1.11
CIGNITITEC.NS,Cigniti Technologies Limited,Technology,Information Technology Services,3130.16,Small,1136.3,1287.38,1508.15,43.79,Bullish,Bearish,-31.29,-24.69,-19.96,-1.91,1.4255,-0.291,35.5,4.68,1929.5,996.5,-41.11,14.03,-44.7,-19.96,13.75,Strong Bear,Damaged,83,5,6.16,-0.7,0.98,Stable,Death Cross,33,6.78,-18.37,-15.2,155.9,169.4,0.92
NEOGEN.NS,Neogen Chemicals Limited,Basic Materials,Specialty Chemicals,3119.9,Small,1182.6,1295.8,1381.06,39.91,Bearish,Bearish,1.67,-22.45,-31.99,38.15,1.134,-0.029,45.77,6.73,1797,966.7,-34.19,22.33,-43.84,-31.99,-4.85,Strong Bear,Damaged,221,6,-19.06,-0.49,1.13,Stable,Death Cross,270,-7.46,14.58,-12.96,91.2,122.8,0.74
HGINFRA.NS,H.G. Infra Engineering Limited,Industrials,Engineering & Construction,3114.93,Small,477.55,570.93,806,41.38,Bullish,Bearish,-37.19,-50.55,-57.33,156.67,1.4112,-0.218,37.41,6.13,1275,429.5,-62.55,11.19,-65.52,-57.33,-14.4,Strong Bear,Damaged,225,2,-2.03,-1.35,1.25,Rising,Death Cross,300,-3.38,-24.28,-41.07,83.1,177.8,0.47
ASHOKA.NS,Ashoka Buildcon Limited,Industrials,Engineering & Construction,3110.39,Small,110.74,132.56,167.7,39.77,Bullish,Bearish,-34.09,-41.5,-44.92,85.38,1.453,0.14,36.28,5.34,230.8,101,-52.02,9.64,-54.36,-44.92,12.44,Strong Bear,Damaged,219,4,-8.8,-1.14,1.33,Rising,Death Cross,280,-9.12,-21.18,-32.01,105.6,167.9,0.63
KITEX.NS,Kitex Garments Limited,Consumer Cyclical,Apparel Manufacturing,3107.1,Small,155.65,172.15,190.97,43.82,Bearish,Bearish,-14.19,-22.02,-14.44,-74.75,1.9799,-0.061,61.02,6.2,324.42,138.2,-52.02,12.63,-54.26,-14.44,47.09,Strong Bear,Damaged,224,6,-10.89,-0.36,0.91,Stable,Death Cross,146,-4.57,-1.27,-12.53,218.5,206.1,1.06
WEBELSOLAR.NS,Websol Energy System Limited,Technology,Solar,3099.67,Small,71.34,69.64,95.64,57.16,Bullish,Bullish,-21.28,-43.04,-27.38,144.74,1.1934,-0.191,59.17,7.36,158.99,50.4,-55.13,41.55,-66.88,-27.38,106.85,Strong Bear,Damaged,244,4,32.72,-0.73,1.36,Rising,Death Cross,93,36.67,-8.37,-33.55,126.2,139.7,0.9
VAIBHAVGBL.NS,Vaibhav Global Limited,Consumer Cyclical,Luxury Goods,3095.02,Small,185.33,216.87,232,35.5,Bearish,Bearish,-19.58,-22.16,-19.23,-55.58,1.5889,-0.196,43.34,5.36,293.25,174.13,-36.8,6.43,-36.89,-19.23,-15.37,Strong Bear,Damaged,106,5,-13.35,-0.51,0.92,Stable,Death Cross,494,-8.83,-6.66,-12.68,144.1,153.3,0.94
BOSCH-HCIL.NS,Bosch Home Comfort India Limited,Consumer Cyclical,"Furnishings, Fixtures & Appliances",3087.08,Small,1131.2,1317.83,1417.63,34,Bearish,Bearish,-23.96,,,83.58,0.9955,0.119,43.37,5.41,1530.1,1021.3,-26.07,10.76,-30.42,,,Strong Bear,Damaged,75,,-12.42,,1.15,Stable,Death Cross,73,-9.36,-11.04,,59.3,105.8,0.56
GREAVESCOT.NS,Greaves Cotton Limited,Industrials,Specialty Industrial Machinery,3060.58,Small,131.34,152.48,182.18,40.86,Bearish,Bearish,-31.22,-40.92,-42.22,51.43,1.8096,0.07,41.77,5.5,244.3,119.99,-46.24,9.46,-48.18,-42.22,1.81,Strong Bear,Damaged,109,5,-6.21,-0.98,1.35,Rising,Death Cross,84,-5.57,-18.31,-31.43,130.8,183.3,0.71
KSHINTL.NS,KSH INTERNATIONAL LIMITED,Industrials,Electrical Equipment & Parts,3011.4,Small,444.45,391.58,366.82,63.84,Bullish,Bullish,28.58,,,109.86,1.32,,48.96,5.34,485.85,330,-8.52,34.68,-13.66,,,Bull,Recovering,5,,9.72,,1.08,Stable,Golden Cross,38,30.3,41.5,,277.9,93.7,2.97
ADVENZYMES.NS,Advanced Enzyme Technologies Limited,Basic Materials,Specialty Chemicals,2981.73,Small,266.4,287.07,306.05,40.81,Bearish,Bearish,-7.95,-18.53,-8.39,-16.71,1.0119,0.352,37.69,4.24,366.25,251.95,-27.26,5.74,-29.15,-8.39,0.75,Strong Bear,Damaged,173,6,-8.67,-0.49,0.87,Stable,Death Cross,133,-0.27,4.97,-9.04,77.3,76.2,1.01
SAMBHV.NS,SAMBHV STEEL TUBES LTD,Basic Materials,Steel,2977.93,Small,100.86,94.74,101.03,58.79,Bullish,Bearish,3.48,-16.64,,2.57,1.5235,,48.17,5.07,149.4,81.42,-32.49,23.88,-41.09,,,Strong Bear,Damaged,180,3,-1.09,-0.35,1.23,Rising,Death Cross,80,11.12,16.39,-7.15,182.3,128.2,1.42
SAMHI.NS,SAMHI Hotels Limited,Consumer Cyclical,Lodging,2967.92,Small,134.17,157.39,179.98,36.09,Bearish,Bearish,-26.49,-34.61,-11.51,114.54,0.9388,0.223,40.24,5.41,254.5,121.1,-47.28,10.79,-48.53,-11.51,,Strong Bear,Damaged,181,5,-9.89,-0.86,1.27,Rising,Death Cross,95,-7.67,-13.57,-25.12,64.2,66.8,0.96
ZAGGLE.NS,Zaggle Prepaid Ocean Services Limited,Technology,Software - Infrastructure,2930.1,Small,217.49,247.57,322.24,47.47,Bullish,Bearish,-37.99,-38.39,-40.04,36.86,1.9548,-0.082,49.88,6.46,469.8,186.05,-53.71,16.9,-59.26,-40.04,,Strong Bear,Damaged,211,5,6.13,-0.77,1.28,Rising,Death Cross,145,4.51,-25.08,-28.9,149.1,191.5,0.78
INDIQUBE.NS,INDIQUBE SPACES LIMITED,Real Estate,Real Estate Services,2916.66,Small,137.58,165.8,196.34,34.52,Bearish,Bearish,-32.89,-40.72,,36.34,0.79,,36.38,6.86,243.8,131.15,-43.57,4.9,-43.87,,,Strong Bear,Damaged,138,4,-10,-1.12,1.35,Rising,Death Cross,83,-9.91,-19.97,-31.24,16.4,91.9,0.18
ELLEN.NS,ELLENBARRIE INDUS GASES L,Basic Materials,Chemicals,2871.7,Small,203.76,240.36,367.6,44.7,Bullish,Bearish,-39.92,-59.01,,233.45,1.5316,,47.23,7.78,637.7,175,-68.05,16.43,-70.57,,,Strong Bear,Damaged,189,1,0.01,-1.25,1.37,Rising,Death Cross,153,-2.24,-27.01,-49.52,67,203.9,0.33
EIEL.NS,ENVIRO INFRA ENGINEERS L,Industrials,Engineering & Construction,2871.14,Small,163.57,162.24,201.01,57.32,Bullish,Bullish,-19.6,-35.39,-28.39,456.97,1.3876,0.8701,46.67,5.73,306.4,134.71,-46.62,21.42,-51.94,-28.39,,Strong Bear,Damaged,183,4,8.72,-0.76,1.47,Rising,Death Cross,93,13.24,-6.68,-25.9,136.6,159.5,0.86
HERITGFOOD.NS,Heritage Foods Limited,Consumer Defensive,Packaged Foods,2860.3,Small,307.7,345.29,415.23,43.48,Bullish,Bearish,-30.96,-37.71,-24.08,-17.84,1.2329,0.128,35.8,4.17,540,292.55,-43.02,5.18,-44.9,-24.08,29.43,Strong Bear,Damaged,135,5,4.77,-1.05,0.99,Stable,Death Cross,54,5.49,-18.05,-28.22,112.4,134.3,0.84
RELINFRA.NS,Reliance Infrastructure Limited,Utilities,Utilities - Independent Power Producers,2854.42,Small,69.82,102.55,179.6,28.76,Bullish,Bearish,-57.57,-72.4,-71.34,34.45,1.4097,0.701,54.53,7.14,423.4,65,-83.51,7.42,-83.96,-71.34,-20.85,Strong Bear,Damaged,199,3,-6.45,-1.33,1.06,Stable,Death Cross,135,-14.59,-44.65,-62.91,64.9,200.4,0.32
ROUTE.NS,Route Mobile Limited,Communication Services,Telecom Services,2843.08,Small,451.3,521.21,721.1,41.85,Bullish,Bearish,-34.64,-45.06,-54.16,74.63,0.8925,-0.056,33.77,5.08,1158,410.7,-61.03,9.89,-61.16,-54.16,-29.42,Strong Bear,Damaged,208,3,1.41,-1.33,1.44,Rising,Death Cross,373,0.91,-21.73,-35.57,25.4,115.2,0.22
ARSSBL.NS,ANAND RATHI SH N STK BR L,Financial Services,Financial Conglomerates,2823.58,Small,450.15,512.96,524.81,41.33,Bearish,Bearish,-26.81,,,8.1,1.5809,,50.31,5.14,794.85,416,-43.37,8.21,-45.98,,,Strong Bear,Damaged,95,3,-1.83,,1.32,Rising,Death Cross,6,0.28,-13.9,,182,133.4,1.36
SHAREINDIA.NS,Share India Securities Limited,Financial Services,Capital Markets,2810.81,Small,128.45,136.2,161.19,49,Bullish,Bearish,-22.58,-3.14,-28.56,180.76,1.8407,-0.375,49.73,5.63,211,115.36,-39.12,11.35,-42.83,-28.56,-14.64,Strong Bear,Damaged,110,4,3.59,-0.06,1.34,Rising,Death Cross,465,7.11,-9.67,6.35,179.4,199.2,0.9
REFEX.NS,Refex Industries Limited,Energy,Thermal Coal,2779.8,Small,202.61,224.28,301.9,46.21,Bullish,Bearish,-20.69,-47.35,-48.81,21.46,1.3879,1.695,54.81,5.89,534,188,-62.06,7.77,-63.5,-48.81,58.83,Strong Bear,Damaged,211,4,-3.57,-0.86,1.24,Rising,Death Cross,153,0.58,-7.77,-37.87,64.4,127.1,0.51
GANECOS.NS,Ganesha Ecosphere Limited,Consumer Cyclical,Textile Manufacturing,2737.56,Small,1022.2,802.44,1041.32,75.65,Bullish,Bullish,19.19,-14.45,-36.68,337.91,1.1312,-0.04,48.34,5.87,1742.3,653.55,-41.33,56.41,-59.73,-36.68,6.28,Strong Bear,Damaged,249,5,24.15,-0.3,1.28,Rising,Death Cross,286,41.59,32.1,-4.96,77.6,117.7,0.66
OPTIEMUS.NS,Optiemus Infracom Limited,Technology,Electronics & Computer Distribution,2736.05,Small,308.5,387.84,493.28,35.09,Bearish,Bearish,-37.89,-53.95,-31.79,123.71,1.7361,-0.39,48.43,7.34,713,288,-56.73,7.12,-57.24,-31.79,6.69,Strong Bear,Damaged,205,5,-12.88,-1.11,1.19,Rising,Death Cross,81,-14.46,-24.98,-44.46,156.1,183.6,0.85
MSTCLTD.NS,MSTC Limited,Industrials,Conglomerates,2735.2,Small,388.3,436.75,483.82,38.99,Bearish,Bearish,-24.17,-21.28,-25.16,35.8,1.468,0.303,36.9,4.94,582.45,362.15,-33.33,7.22,-35.16,-25.16,15.86,Strong Bear,Damaged,228,6,-6.02,-0.58,1.28,Rising,Death Cross,388,-3.02,-11.25,-11.8,144.6,166.5,0.87
LUXIND.NS,Lux Industries Limited,Consumer Cyclical,Apparel Manufacturing,2728.55,Small,907.35,939.18,1155,49.96,Bullish,Bullish,-17.43,-31.8,-36.44,19.23,1.2677,-0.008,33.34,4.76,1645.8,824.05,-44.87,10.11,-48.1,-36.44,-11.68,Strong Bear,Damaged,226,3,6.34,-0.95,1.33,Rising,Death Cross,303,11.58,-4.52,-22.32,98,144,0.68
ORIENTCEM.NS,Orient Cement Limited,Basic Materials,Building Materials,2696.9,Small,131.2,148.84,197.51,40.75,Bearish,Bearish,-22.91,-43.85,-61.56,61.69,1.0239,-0.331,36.03,4.15,362.4,122.32,-63.8,7.26,-65.81,-61.56,5.9,Strong Bear,Damaged,246,5,-9.16,-1.22,1.38,Rising,Death Cross,200,-5.75,-10,-34.37,52.6,162.1,0.32
KSL.NS,Kalyani Steels Limited,Basic Materials,Steel,2671.57,Small,611.05,696.26,760.73,36.83,Bearish,Bearish,-16.82,-23.47,-22.68,-4.05,1.5552,0.36,37.57,5.07,988.8,574,-38.2,6.45,-39.15,-22.68,26.63,Strong Bear,Damaged,194,6,-13.18,-0.62,1.24,Rising,Death Cross,103,-7.74,-3.91,-13.98,144.7,162.2,0.89
GATEWAY.NS,Gateway Distriparks Limited,Industrials,Integrated Freight & Logistics,2650.9,Small,52.86,55.73,59.95,45.9,Bullish,Bearish,-8.68,-13.1,-11.61,12.9,1.1043,-0.016,31.78,4.82,76.5,48.1,-30.9,9.9,-28.54,-11.61,-1.77,Strong Bear,Damaged,175,7,-6.73,-0.41,1.5,Rising,Death Cross,393,1.42,4.23,-3.61,119,123.2,0.97
ORCHPHARMA.NS,Orchid Pharma Limited,Healthcare,Drug Manufacturers - Specialty & Generic,2634.54,Small,519.3,603.94,744.99,42.3,Bullish,Bearish,-30.75,-29.59,-37.34,139.52,1.2585,0.175,39.48,5.59,899,480,-42.24,8.19,-44.67,-37.34,10.83,Strong Bear,Damaged,90,5,-7,-0.75,1.52,Rising,Death Cross,284,-6.2,-17.83,-20.1,109.1,153.6,0.71
QUESS.NS,Quess Corp Limited,Industrials,Staffing & Employment Services,2632.71,Small,176.3,191.83,256.01,41.89,Bearish,Bearish,-14.25,-29.39,-73.04,9.62,0.4252,-0.32,60.66,3.8,708.85,166.3,-75.13,6.01,-74.11,-73.04,-20.08,Strong Bear,Damaged,260,2,-4.48,-0.48,1.26,Rising,Death Cross,303,1.82,-1.33,-19.9,-7.5,125.3,-0.06
BBL.NS,Bharat Bijlee Limited,Industrials,Electrical Equipment & Parts,2501.2,Small,2212.1,2439.13,2784.62,41.09,Bearish,Bearish,-17.19,-30.1,-25.78,-23.43,1.0501,0.025,38.78,4.52,3475,2051.7,-36.34,7.82,-39.45,-25.78,19.77,Strong Bear,Damaged,228,5,-3.23,-0.78,0.94,Stable,Death Cross,320,2.09,-4.27,-20.61,79.3,104.2,0.76
POLYPLEX.NS,Polyplex Corporation Limited,Basic Materials,Specialty Chemicals,2485.34,Small,791.7,830.13,935.91,45.15,Bearish,Bearish,-1.59,-26.07,-35.9,489.39,1.0891,-0.015,30.19,5.03,1398,740,-43.37,6.99,-45.58,-35.9,-16.59,Strong Bear,Damaged,220,6,-5.16,-0.86,1.45,Rising,Death Cross,176,5.36,11.32,-16.58,70.4,117.6,0.6
PRINCEPIPE.NS,Prince Pipes and Fittings Limited,Industrials,Building Products & Equipment,2469.08,Small,223.28,245.42,289.08,42.48,Bearish,Bearish,-10.26,-32.41,-14.01,39.7,1.433,0.482,41.75,5.75,387.7,205,-42.41,8.92,-46.18,-14.01,-27,Strong Bear,Damaged,206,6,-7.74,-0.78,1.42,Rising,Death Cross,425,-0.11,2.66,-22.92,157.8,159.4,0.99
SETL.NS,Standard Engineering Technology Limited,Industrials,Specialty Industrial Machinery,2421.83,Small,121.4,122.69,132.5,52.58,Bullish,Bearish,,,,18.78,1.946,,62.5,5.69,141.75,104.56,-14.36,16.11,-24.23,,,Bear,Correcting,56,,,,1.17,Rising,Death Cross,55,9.96,,,,,
AYE.NS,AYE FINANCE LIMITED,Financial Services,Credit Services,2357.95,Small,96.44,115.58,124.6,36.47,Bearish,Bearish,,,,,1.984,,67.62,9.53,149.69,93.11,-35.57,3.58,-29.5,,,Strong Bear,Damaged,30,,,,1.06,Stable,Death Cross,26,-12.92,,,,,
EASEMYTRIP.NS,Easy Trip Planners Limited,Consumer Cyclical,Travel Services,2334.86,Small,6.42,7.23,8.68,40.42,Bearish,Bearish,-12.65,-23.3,-52.09,-76.92,1.2391,-0.031,50.07,7.04,13.49,5.77,-52.41,11.27,-56.11,-52.09,-36.32,Strong Bear,Damaged,250,3,-21.82,-0.47,0.85,Stable,Death Cross,475,-14.99,0.26,-13.81,75.5,149.9,0.5
IMAGICAA.NS,Imagicaaworld Entertainment Limited,Communication Services,Entertainment,2303.62,Small,40.71,43.73,52.34,47.44,Bullish,Bearish,-8.7,-28.38,-38.3,98.09,1.1415,-0.042,36.67,5.13,75.55,36.84,-46.12,10.5,-49.06,-38.3,-6.47,Strong Bear,Damaged,211,4,-5.12,-0.77,1.31,Rising,Death Cross,345,3.03,4.21,-18.89,56.9,106.8,0.53
PATELENG.NS,Patel Engineering Limited,Industrials,Engineering & Construction,2297.38,Small,24.03,26.7,33.34,43.26,Bearish,Bearish,-15.03,-37.6,-44.46,25.67,1.3659,0.355,38.35,4.91,48.6,22,-50.56,9.23,-51.05,-44.46,16.24,Strong Bear,Damaged,243,3,-9.14,-0.98,1.15,Stable,Death Cross,381,-3.1,-2.12,-28.11,101.8,162.3,0.63
DCAL.NS,Dishman Carbogen Amcis Limited,Healthcare,Biotechnology,2294.1,Small,146.14,183.01,223.91,40.49,Bearish,Bearish,-40.43,-50.51,-37.31,86.35,1.8388,0.155,54.52,7.49,321.95,128.5,-54.61,13.73,-58.66,-37.31,6.82,Strong Bear,Damaged,136,7,-7.48,-0.93,1.37,Rising,Death Cross,50,-9.91,-27.52,-41.02,160.5,194,0.83
EUROPRATIK.NS,EURO PRATIK SALES LIMITED,Basic Materials,Building Materials,2275.18,Small,222.62,243.8,263,45.03,Bearish,Bearish,-25.9,-8.57,,-45.87,1.116,,54.29,6.87,390,205.1,-42.92,8.54,-44.91,,,Strong Bear,Damaged,96,4,-4.81,-0.16,0.92,Stable,Death Cross,35,-2.4,-12.99,0.91,117.5,99.3,1.18
CYIENTDLM.NS,Cyient DLM Limited,Technology,Electronic Components,2267.37,Small,284.6,329.19,408.23,40.73,Bullish,Bearish,-31.26,-36.46,-33.26,1268.3,1.3099,-0.46,39.23,6.54,540,265.2,-47.3,7.32,-44.89,-33.26,,Strong Bear,Damaged,245,3,1.48,-0.93,1.28,Rising,Death Cross,370,2.11,-18.34,-26.97,95.6,132.9,0.72
PARKHOTELS.NS,PARKHOTELS,Consumer Cyclical,Lodging,2267.1,Small,106.25,118.25,137.03,42.58,Bearish,Bearish,-20.48,-28.99,-31.62,137.14,1.3554,0.071,38.35,5.38,173.2,95.1,-38.65,11.72,-42.97,-31.62,,Strong Bear,Damaged,206,4,-6.44,-0.76,1.35,Rising,Death Cross,291,-2.22,-7.57,-19.5,99.7,134.2,0.74
GREENPANEL.NS,Greenpanel Industries Limited,Basic Materials,Lumber & Wood Production,2205.33,Small,179.73,205.15,245.51,37.05,Bearish,Bearish,-22.31,-35.98,-23.58,-27.66,1.0391,0.247,39.66,5.32,335.2,163.01,-46.38,10.26,-47.88,-23.58,-14.63,Strong Bear,Damaged,175,5,-6.15,-0.91,1.38,Rising,Death Cross,106,-2.54,-9.4,-26.49,130,148.8,0.87
BRIGHOTEL.NS,BRIGADE HOTEL VENTURE LTD,Consumer Cyclical,Lodging,2201.95,Small,57.97,61.25,72.1,45.41,Bearish,Bearish,-16.02,-30.26,,-15.3,0.7122,,26.07,3.87,91.77,54.36,-36.83,6.64,-38.73,,,Strong Bear,Damaged,160,3,-0.89,-1.16,1.09,Stable,Death Cross,173,4.82,-3.11,-20.77,29.1,93.4,0.31
JISLJALEQS.NS,Jain Irrigation Systems Limited,Industrials,Conglomerates,2157.96,Small,29.42,34.35,44.24,41.67,Bearish,Bearish,-26.69,-45.49,-51.36,171.88,1.38,-0.19,46.02,6.89,66.45,27.1,-55.73,8.56,-57.37,-51.36,1.66,Strong Bear,Damaged,210,4,-8.97,-0.99,1.45,Rising,Death Cross,281,-6.82,-13.78,-36,79.3,153.4,0.52
JINDWORLD.NS,Jindal Worldwide Limited,Consumer Cyclical,Textile Manufacturing,2024.64,Small,20.18,24.01,35.24,41.31,Bearish,Bearish,-30.56,-44.98,-65.69,-0.3,1.4304,-0.777,48.92,7.1,79.3,17.85,-74.55,13.05,-76.36,-65.69,-31.39,Strong Bear,Damaged,260,2,-8.34,-0.92,1.24,Rising,Death Cross,270,-7.48,-17.64,-35.5,87.4,203.4,0.43
HIKAL.NS,Hikal Limited,Healthcare,Drug Manufacturers - Specialty & Generic,1972.71,Small,159.96,187.09,243.66,39.75,Bearish,Bearish,-31.57,-38.38,-60.87,-82.61,1.0922,0.344,41.12,5.7,456.75,146.25,-64.98,9.37,-65.89,-60.87,-19.23,Strong Bear,Damaged,250,3,-10.1,-0.93,1.21,Rising,Death Cross,190,-9.57,-18.66,-28.89,20.8,131.4,0.16
TEAMLEASE.NS,TeamLease Services Limited,Industrials,Staffing & Employment Services,1928.2,Small,1150.2,1279.75,1632.72,43.02,Bullish,Bullish,-26.25,-37.54,-40.44,36.66,0.8555,-0.224,28.87,4.83,2165,1065.2,-46.87,7.98,-47.96,-40.44,-23.47,Strong Bear,Damaged,223,3,3.11,-1.3,1.33,Rising,Death Cross,366,5.41,-13.33,-28.05,41.3,99.2,0.42
GKENERGY.NS,GK ENERGY LIMITED,Utilities,Utilities - Renewable,1842.39,Small,90.84,113.74,145.73,32.55,Bearish,Bearish,-39.28,,,-33.3,1.9616,,57.44,5.72,239.6,90.1,-62.09,0.82,-61.34,,,Strong Bear,Damaged,114,3,-6.98,,1.04,Stable,Death Cross,78,-9.02,-26.37,,213.8,296.8,0.72
AWFIS.NS,AWFIS SPACE SOLUTIONS LTD,Industrials,Rental & Leasing Services,1790.8,Small,250.32,323.04,473.13,38.13,Bullish,Bearish,-48.26,-57.31,-60.96,20.04,1.108,1.8329,40.59,7.93,718.95,229.05,-65.18,9.29,-66.77,-60.96,,Strong Bear,Damaged,211,4,0.27,-1.41,1.26,Rising,Death Cross,186,-4.77,-35.35,-47.82,46.4,152.2,0.3
STUDDS.NS,STUDDS ACCESSORIES LTD,Consumer Cyclical,Auto Parts,1778.97,Small,452.05,504.64,533.38,26.36,Bearish,Bearish,-15.76,,,13.24,0.8728,,27.57,3.57,600,445.5,-24.66,1.47,-21.89,,,Strong Bear,Damaged,95,,-7.8,,0.85,Stable,Death Cross,101,-2,-2.85,,57.3,91.2,0.63
HATHWAY.NS,Hathway Cable and Datacom Limited,Communication Services,Entertainment,1713.46,Small,9.68,10.58,12.75,44.62,Bearish,Bearish,-21.68,-32.4,-30.56,36.68,1.2737,0.17,31.41,4.21,17.98,8.76,-46.16,10.5,-47.01,-30.56,-13.96,Strong Bear,Damaged,185,3,-2.31,-1.03,1.21,Rising,Death Cross,386,1.52,-8.77,-22.91,107,142.2,0.75
